loss,mass,count,frequency
H,1.007825032,1,2.9498341865792557E-4
C12H12,156.093900384,1,2.9069767441860465E-4
C5F2,97.99680644,1,2.9069767441860465E-4
C13H16,172.125200512,1,2.9069767441860465E-4
C3H4O2,72.021129368,1,2.9069767441860465E-4
C6H9N3O2,155.069476528,1,2.9069767441860465E-4
C11HN,147.010899032,1,2.9069767441860465E-4
C8H18O5,194.11542367599998,1,2.9069767441860465E-4
C6H7F3N4,192.062280884,1,2.9069767441860465E-4
S,31.972071,14,0.004069767441860465
C8H7ClFN,171.025105124,1,2.9069767441860465E-4
C3H6O3,90.03169405199999,1,2.9069767441860465E-4
C11H12ClN,193.065827064,1,2.9069767441860465E-4
CClNO,76.9668413,1,2.9069767441860465E-4
CF3,68.99520966,1,2.9069767441860465E-4
C6H6FN,111.048427412,1,2.9069767441860465E-4
C12H5F2NS,233.0110766,1,2.9069767441860465E-4
C3H6,42.046950192,11,0.011394955974945846
C4H6O2,86.036779432,1,2.9069767441860465E-4
C7H3NO,117.021463716,1,2.9069767441860465E-4
C11H4F2N2S,234.006325568,1,2.9069767441860465E-4
C5H4O,80.026214748,3,8.720930232558139E-4
CO,27.99491462,11,0.012381271703669953
C2H5N,43.042199159999996,10,0.0029069767441860465
H2,2.015650064,6,0.0018224526613937885
C11H14O,162.104465068,1,2.9069767441860465E-4
C6H5F,96.03752838,3,8.720930232558139E-4
C6H2FN3,135.023275284,1,2.9069767441860465E-4
C3H6O4,106.026608672,2,5.813953488372093E-4
C8H4F3NO2,203.019413028,1,2.9069767441860465E-4
C11H16N2O,192.126263132,1,2.9069767441860465E-4
C9O2,139.98982924,1,2.9069767441860465E-4
C9H12,120.093900384,1,2.9069767441860465E-4
C5H12O3,120.07864424399999,1,2.9069767441860465E-4
HO,17.002739652,9,0.002616279069767442
C4H8O2,88.052429496,1,2.9069767441860465E-4
C8H12,108.093900384,1,2.9069767441860465E-4
C4H6,54.046950192,5,0.0014534883720930232
C7H8O,108.057514876,1,2.9069767441860465E-4
C3H6O,58.041864812,5,0.0014534883720930232
CHF,32.006228252,2,5.813953488372093E-4
C2H7NO2S,109.019749464,1,2.9069767441860465E-4
C4HFN2,96.012376252,1,2.9069767441860465E-4
C9H4F2,150.028106568,1,2.9069767441860465E-4
C3H4O4,104.010958608,4,0.002672097673412235
C9H6,114.046950192,1,2.9069767441860465E-4
O2S,63.96190024,1,2.9069767441860465E-4
C2Cl3F2N,180.90643848,1,2.9069767441860465E-4
C2H6F2N2,96.049904632,1,2.9069767441860465E-4
C3H4,40.031300128,1,2.9069767441860465E-4
C8O,111.99491462,1,2.9069767441860465E-4
C4H8,56.062600255999996,12,0.00868473865699157
C10H11NO,161.084063972,1,2.9069767441860465E-4
C12FN,177.00147722,1,2.9069767441860465E-4
C5H12O,88.088815004,1,2.9069767441860465E-4
C7H4F3NO,175.024498408,1,2.9069767441860465E-4
H2O,18.010564684,10,0.011082195393049313
CO2,43.98982924,16,0.011620450670026808
