loss,mass,count,frequency
C11H12S,176.065971384,1,2.1213406873143826E-4
C3H11NS,93.06122035199999,1,2.1213406873143826E-4
C10H2N2O2,182.011627304,1,2.1213406873143826E-4
C8HN5,167.023195032,1,2.1213406873143826E-4
H3S,34.995546096,1,2.1213406873143826E-4
C2HN,39.010899032,6,0.0012728044123886295
C7H13NO,127.099714036,1,2.1213406873143826E-4
C5H5NOS,127.00918478,1,2.1213406873143826E-4
H2ClN,50.987576743999995,1,2.1213406873143826E-4
C8H8S,136.034671256,3,6.364022061943148E-4
C2H3PS,89.969307726,1,2.1213406873143826E-4
CH2N,28.018724063999997,1,2.1213406873143826E-4
ClOP,81.93752893,1,2.1213406873143826E-4
C3H2ClNO,102.982491364,1,2.1213406873143826E-4
C2N2O2,83.99597724,2,4.2426813746287653E-4
C4H4N2O4,144.017106608,1,2.1213406873143826E-4
C14H13NS2,259.048941416,1,2.1213406873143826E-4
C10HS,152.979896032,1,2.1213406873143826E-4
C11H12,144.093900384,1,2.1213406873143826E-4
C7H14N2O2S,190.077598688,2,4.2426813746287653E-4
C3H8,44.062600255999996,2,4.2426813746287653E-4
C8H4,100.031300128,1,2.1213406873143826E-4
C3H3N3,81.03269709599999,2,4.2426813746287653E-4
C6H3N,89.026549096,8,0.0016970725498515061
C2H3NOS,88.993534716,1,2.1213406873143826E-4
C8H17NO2S,191.097999784,1,2.1213406873143826E-4
C9H11NO,149.084063972,2,4.2426813746287653E-4
C3H5NS,87.01427016,4,8.485362749257531E-4
CF3O2S,132.9571099,1,2.1213406873143826E-4
C5H5N3O3S,187.00516201999997,1,2.1213406873143826E-4
C3H9N3,87.07964728799999,1,2.1213406873143826E-4
H2N2,30.021798064,4,8.485362749257531E-4
C2H19N4OS,147.127957228,1,2.1213406873143826E-4
C4H5NS,99.01427016,1,2.1213406873143826E-4
CH5NO3,79.02694301999999,1,2.1213406873143826E-4
H3ClN,51.995401775999994,1,2.1213406873143826E-4
C13H3Cl,193.992327776,1,2.1213406873143826E-4
C13H8F3NS,267.032954916,2,4.2426813746287653E-4
C4H10OS2,138.01730694,1,2.1213406873143826E-4
C8HN3OS,186.984032652,1,2.1213406873143826E-4
C8H6N2,130.053098192,1,2.1213406873143826E-4
C4H3NO2S,128.988449336,1,2.1213406873143826E-4
C7HN3O,143.011961652,1,2.1213406873143826E-4
C10O,135.99491462,1,2.1213406873143826E-4
C6H3,75.023475096,1,2.1213406873143826E-4
C6H10O2S,146.04015056,2,4.2426813746287653E-4
C6HP,103.981586662,1,2.1213406873143826E-4
C20H28O2,300.208930136,2,4.2426813746287653E-4
C10HClO,171.971592332,1,2.1213406873143826E-4
C2H3OPS,105.964222346,1,2.1213406873143826E-4
C8H6O2,134.036779432,2,4.2426813746287653E-4
C4H11N,73.089149352,5,0.0010606703436571913
C6H6O,94.041864812,3,6.364022061943148E-4
C4H7NO,85.052763844,3,6.364022061943148E-4
C4H3N3,93.03269709599999,1,2.1213406873143826E-4
CH3N,29.026549096,21,0.010630278944661653
C3H3NOS,100.993534716,2,4.2426813746287653E-4
C7H3N,101.026549096,5,0.0010606703436571913
C15H19NO6,309.121237328,1,2.1213406873143826E-4
CN2O,56.00106262,3,6.364022061943148E-4
C10H16N2O6,260.100836232,1,2.1213406873143826E-4
FN2S,78.97662222,1,2.1213406873143826E-4
C7H12O2,128.083729624,1,2.1213406873143826E-4
C4HP,79.981586662,1,2.1213406873143826E-4
H5N2O2S,97.0071734,1,2.1213406873143826E-4
C2H4N2O,72.032362748,3,6.364022061943148E-4
FNO2,64.99130646,1,2.1213406873143826E-4
C6H11NO2,129.078978592,1,2.1213406873143826E-4
C8H2,98.015650064,1,2.1213406873143826E-4
C10H2O2S,185.977550304,1,2.1213406873143826E-4
C5H12N2,100.10004838399999,3,6.364022061943148E-4
CH13NP,70.078561046,1,2.1213406873143826E-4
C5H11N5,141.10144535199998,1,2.1213406873143826E-4
CH5N,31.042199159999996,22,0.011073977257747475
C7H6N2,118.053098192,1,2.1213406873143826E-4
C4H5N3,95.04834715999999,1,2.1213406873143826E-4
C7H16N2,128.131348512,1,2.1213406873143826E-4
C11H2O,150.010564684,1,2.1213406873143826E-4
C4ClN,96.97192668,1,2.1213406873143826E-4
CH4O2S,79.993200368,1,2.1213406873143826E-4
C6H6N2O2,138.042927432,3,6.364022061943148E-4
C3H9NO2S2,155.007470528,1,2.1213406873143826E-4
CH2ClNO,78.982491364,1,2.1213406873143826E-4
CH5O3PS,127.96970164999999,1,2.1213406873143826E-4
H11NP,56.062910982,1,2.1213406873143826E-4
C7H5ClN2O3S,231.9709407,1,2.1213406873143826E-4
CH9N4OS,125.049706908,1,2.1213406873143826E-4
C6H3OP,121.992151346,1,2.1213406873143826E-4
HN,15.010899032,8,0.004214813452661746
C8H11O3PS,218.01665184200002,1,2.1213406873143826E-4
C7H14N2O3S,206.07251330799997,1,2.1213406873143826E-4
C6H13NO,115.099714036,1,2.1213406873143826E-4
C6H3N3OS,164.999682716,1,2.1213406873143826E-4
C7H14,98.109550448,1,2.1213406873143826E-4
C6H9N3,123.07964728799999,1,2.1213406873143826E-4
C3H9N,59.073499287999994,20,0.00770534661704159
C4H3N,65.026549096,1,2.1213406873143826E-4
C6H5,77.03912516,1,2.1213406873143826E-4
CH6N2O,62.048012811999996,1,2.1213406873143826E-4
C8H12O,124.088815004,2,4.2426813746287653E-4
BrCl,113.88718978,3,6.364022061943148E-4
C10H4F5N3,261.032538228,1,2.1213406873143826E-4
C8H5NS,147.01427016,1,2.1213406873143826E-4
C8H10N2O3S,214.04121317999997,1,2.1213406873143826E-4
C3H9O5S2,188.989140388,1,2.1213406873143826E-4
C2H6N2O3,106.037842052,1,2.1213406873143826E-4
C8H11N,121.08914935199999,1,2.1213406873143826E-4
C7N2S,143.978219,1,2.1213406873143826E-4
C6HCl,107.976677712,1,2.1213406873143826E-4
CH3NO,45.021463716,6,0.0012728044123886295
C9HN,123.010899032,1,2.1213406873143826E-4
