"formula","mass","h2c","hy2c","xh2c","h2o","rdbe"
"C15H14N2O","238.110613068","0.2","0.93333334","0.13333334","17.0","10.0"
"C17H14N2OS","294.08268406799993","0.23529412","0.8235294","0.1764706","20.0","12.0"
"C14H9N3","219.079647288","0.21428572","0.64285713","0.21428572","21.25","12.0"
"C15H10N2","218.08439832","0.13333334","0.6666667","0.13333334","21.25","12.0"
"C7H7N3","133.063997224","0.42857143","1.0","0.42857143","12.5","6.0"
"C9H7N3","157.063997224","0.33333334","0.7777778","0.33333334","15.0","8.0"
"C15H13N3","235.110947416","0.2","0.8666667","0.2","22.5","11.0"
"C16H13N3O","263.10586203599996","0.25","0.8125","0.1875","19.0","12.0"
"C6H6","78.046950192","0.0","1.0","0.0","7.5","4.0"
"C5H4","64.031300128","0.0","0.8","0.0","6.25","4.0"
"C8H10O2","138.06807956","0.25","1.25","0.0","4.0","4.0"
"C8H8","104.062600256","0.0","1.0","0.0","10.0","5.0"
"C7H6","90.046950192","0.0","0.85714287","0.0","8.75","5.0"
"C10H12O2","164.083729624","0.2","1.2","0.0","5.0","5.0"
"C7H6O","106.041864812","0.14285715","0.85714287","0.0","7.0","5.0"
"C8H6O2","134.036779432","0.25","0.75","0.0","4.0","6.0"
"C10H8","128.062600256","0.0","0.8","0.0","12.5","7.0"
"C9H6","114.046950192","0.0","0.6666667","0.0","11.25","7.0"
"C10H10","130.07825032","0.0","1.0","0.0","12.5","6.0"
"C9H8","116.062600256","0.0","0.8888889","0.0","11.25","6.0"
"C12H14O2","190.099379688","0.16666667","1.1666666","0.0","6.0","6.0"
"C18H20O2","268.14632988","0.11111111","1.1111112","0.0","9.0","9.0"
"C6H7","79.054775224","0.0","1.1666666","0.0","7.5","3.5"
"C7H7O","107.049689844","0.14285715","1.0","0.0","7.0","4.5"
"C7H5O","105.03403978","0.14285715","0.71428573","0.0","7.0","5.5"
"C7H5","89.03912516","0.0","0.71428573","0.0","8.75","5.5"
"C8H7O2","135.044604464","0.25","0.875","0.0","4.0","5.5"
"C8H8O","120.057514876","0.125","1.0","0.0","8.0","5.0"
"C6H4","76.031300128","0.0","0.6666667","0.0","7.5","5.0"
"C9H10O2","150.06807956","0.22222222","1.1111112","0.0","4.5","5.0"
"C8H5O","117.03403978","0.125","0.625","0.0","8.0","6.5"
"C9H7","115.054775224","0.0","0.7777778","0.0","11.25","6.5"
"C10H9O","145.065339908","0.1","0.9","0.0","10.0","6.5"
"C8H6","102.046950192","0.0","0.75","0.0","10.0","6.0"
"C11H12O2","176.083729624","0.18181819","1.0909091","0.0","5.5","6.0"
"C6H4N4O","148.038510748","0.8333333","0.6666667","0.6666667","10.0","7.0"
"C5H5N3","107.04834715999999","0.6","1.0","0.6","10.0","5.0"
"C6H8N4","136.074896256","0.6666667","1.3333334","0.6666667","12.5","5.0"
"C3H4N2","68.037448128","0.6666667","1.3333334","0.6666667","6.25","3.0"
"C4H5N3","95.04834715999999","0.75","1.25","0.75","8.75","4.0"
"C5H5N3O","123.04326178","0.8","1.0","0.6","8.0","5.0"
"C11H6O3","186.03169405199998","0.27272728","0.54545456","0.0","3.6666667","9.0"
"C10H6O3","174.03169405199998","0.3","0.6","0.0","3.3333333","8.0"
"C7H4O2","120.021129368","0.2857143","0.5714286","0.0","3.5","6.0"
"C6H6","78.046950192","0.0","1.0","0.0","7.5","4.0"
"C7H6O","106.041864812","0.14285715","0.85714287","0.0","7.0","5.0"
"C9H6O3","162.03169405199998","0.33333334","0.6666667","0.0","3.0","7.0"
"C7H6","90.046950192","0.0","0.85714287","0.0","8.75","5.0"
"C9H8","116.062600256","0.0","0.8888889","0.0","11.25","6.0"
"C11H8O3","188.04734411599998","0.27272728","0.72727275","0.0","3.6666667","8.0"
"C13H8","164.062600256","0.0","0.61538464","0.0","16.25","10.0"
"C19H14O3","290.094294308","0.15789473","0.7368421","0.0","6.3333335","13.0"
"C13H7Br","241.973112324","0.07692308","0.53846157","0.07692308","17.5","10.0"
"C23H15BrO3","418.02045644","0.17391305","0.65217394","0.04347826","8.0","16.0"
"C14H9Br","255.988762388","0.071428575","0.64285713","0.071428575","18.75","10.0"
"C19H12","240.093900384","0.0","0.6315789","0.0","23.75","14.0"
"C19H10","238.07825032","0.0","0.5263158","0.0","23.75","15.0"
"C20H14","254.109550448","0.0","0.7","0.0","25.0","14.0"
"C14H9","177.070425288","0.0","0.64285713","0.0","17.5","10.5"
"C20H15","255.11737548","0.0","0.75","0.0","25.0","13.5"
"C20H15Br","334.03571258","0.05","0.75","0.05","26.25","13.0"
"C22H17Br","360.05136264400005","0.045454547","0.77272725","0.045454547","28.75","14.0"
"C12H7","151.054775224","0.0","0.5833333","0.0","15.0","9.5"
"C13H10NO","196.07623894","0.15384616","0.7692308","0.07692308","14.0","9.5"
"C13H9NO","195.068413908","0.15384616","0.6923077","0.07692308","14.0","10.0"
"C13H8","164.062600256","0.0","0.61538464","0.0","16.25","10.0"
"C14H11N","193.089149352","0.071428575","0.78571427","0.071428575","18.75","10.0"
"C5H4","64.031300128","0.0","0.8","0.0","6.25","4.0"
"C7H6","90.046950192","0.0","0.85714287","0.0","8.75","5.0"
"C8H7N","117.057849224","0.125","0.875","0.125","11.25","6.0"
"C14H13NO","211.099714036","0.14285715","0.9285714","0.071428575","15.0","9.0"
"C13H9N","179.073499288","0.07692308","0.6923077","0.07692308","17.5","10.0"
"C14H11NO","209.084063972","0.14285715","0.78571427","0.071428575","15.0","10.0"
"C15H14N2O","238.110613068","0.2","0.93333334","0.13333334","17.0","10.0"
"C6H4","76.031300128","0.0","0.6666667","0.0","7.5","5.0"
"C6H4O","92.026214748","0.16666667","0.6666667","0.0","6.0","5.0"
"C7H5NO","119.03711378","0.2857143","0.71428573","0.14285715","8.0","6.0"
"C7H2O","102.010564684","0.14285715","0.2857143","0.0","7.0","7.0"
"C6H2","74.015650064","0.0","0.33333334","0.0","7.5","6.0"
"C6H4","76.031300128","0.0","0.6666667","0.0","7.5","5.0"
"C7H5NO","119.03711378","0.2857143","0.71428573","0.14285715","8.0","6.0"
"C6H6N","92.050024192","0.16666667","1.0","0.16666667","8.75","4.5"
"C6H7N","93.057849224","0.16666667","1.1666666","0.16666667","8.75","4.0"
"C6H5N","91.04219916","0.16666667","0.8333333","0.16666667","8.75","5.0"
"C4H","49.007825032","0.0","0.25","0.0","5.0","4.5"
"C5H5","65.03912516","0.0","1.0","0.0","6.25","3.5"
"C5H4","64.031300128","0.0","0.8","0.0","6.25","4.0"
"C4H2","50.015650064","0.0","0.5","0.0","5.0","4.0"
"C5H6","66.046950192","0.0","1.2","0.0","6.25","3.0"
"C10H7","127.054775224","0.0","0.7","0.0","12.5","7.5"
"C9H7","115.054775224","0.0","0.7777778","0.0","11.25","6.5"
"C10H10N","144.08132432","0.1","1.0","0.1","13.75","6.5"
"C9H10N","132.08132432","0.11111111","1.1111112","0.11111111","12.5","5.5"
"C10H12NO","162.091889004","0.2","1.2","0.1","11.0","5.5"
"C7H6","90.046950192","0.0","0.85714287","0.0","8.75","5.0"
"C9H8","116.062600256","0.0","0.8888889","0.0","11.25","6.0"
"C9H6","114.046950192","0.0","0.6666667","0.0","11.25","7.0"
"C5H4","64.031300128","0.0","0.8","0.0","6.25","4.0"
"C11H10","142.07825032","0.0","0.90909094","0.0","13.75","7.0"
"C7H4","88.031300128","0.0","0.5714286","0.0","8.75","6.0"
"C8H7N","117.057849224","0.125","0.875","0.125","11.25","6.0"
"C7H7N","105.057849224","0.14285715","1.0","0.14285715","10.0","5.0"
"C6H4","76.031300128","0.0","0.6666667","0.0","7.5","5.0"
"C6H6","78.046950192","0.0","1.0","0.0","7.5","4.0"
"C8H8","104.062600256","0.0","1.0","0.0","10.0","5.0"
"C8H6","102.046950192","0.0","0.75","0.0","10.0","6.0"
"C3H5N","55.042199159999996","0.33333334","1.6666666","0.33333334","5.0","2.0"
"C9H11N","133.089149352","0.11111111","1.2222222","0.11111111","12.5","5.0"
"C9H7N","129.057849224","0.11111111","0.7777778","0.11111111","12.5","7.0"
"C9H9N","131.073499288","0.11111111","1.0","0.11111111","12.5","6.0"
"C5H7N","81.057849224","0.2","1.4","0.2","7.5","3.0"
"C11H13N","159.104799416","0.09090909","1.1818181","0.09090909","15.0","6.0"
"C4H2","50.015650064","0.0","0.5","0.0","5.0","4.0"
"C4H5N","67.04219916","0.25","1.25","0.25","6.25","3.0"
"C2H5NO","59.03711378","1.0","2.5","0.5","3.0","1.0"
"C4H7NO","85.052763844","0.5","1.75","0.25","5.0","2.0"
"C8H8","104.062600256","0.0","1.0","0.0","10.0","5.0"
"C14H14","182.109550448","0.0","1.0","0.0","17.5","8.0"
"C6H4","76.031300128","0.0","0.6666667","0.0","7.5","5.0"
"C12H10","154.07825032","0.0","0.8333333","0.0","15.0","8.0"
"C5H4","64.031300128","0.0","0.8","0.0","6.25","4.0"
"C11H10","142.07825032","0.0","0.90909094","0.0","13.75","7.0"
"C10H12","132.093900384","0.0","1.2","0.0","12.5","5.0"
"C16H18","210.140850576","0.0","1.125","0.0","20.0","8.0"
"C7H10","94.07825032","0.0","1.4285715","0.0","8.75","3.0"
"C13H16","172.125200512","0.0","1.2307693","0.0","16.25","6.0"
"C10H10","130.07825032","0.0","1.0","0.0","12.5","6.0"
"C9H12","120.093900384","0.0","1.3333334","0.0","11.25","4.0"
"C15H18","198.140850576","0.0","1.2","0.0","18.75","7.0"
"C7H8","92.062600256","0.0","1.1428572","0.0","8.75","4.0"
"C13H14","170.109550448","0.0","1.0769231","0.0","16.25","7.0"
"C7H6","90.046950192","0.0","0.85714287","0.0","8.75","5.0"
"C6H8","80.062600256","0.0","1.3333334","0.0","7.5","3.0"
"C12H14","158.109550448","0.0","1.1666666","0.0","15.0","6.0"
"C17H22","226.172150704","0.0","1.2941177","0.0","21.25","7.0"
"C6H6","78.046950192","0.0","1.0","0.0","7.5","4.0"
"C5H8","68.062600256","0.0","1.6","0.0","6.25","2.0"
"C11H14","146.109550448","0.0","1.2727273","0.0","13.75","5.0"
"C17H20","224.15650064","0.0","1.1764706","0.0","21.25","8.0"
"C14H18","186.140850576","0.0","1.2857143","0.0","17.5","6.0"
"C5H6","66.046950192","0.0","1.2","0.0","6.25","3.0"
"C11H12","144.093900384","0.0","1.0909091","0.0","13.75","6.0"
"C16H20","212.15650064","0.0","1.25","0.0","20.0","7.0"
"C6H8O","96.057514876","0.16666667","1.3333334","0.0","6.0","3.0"
"C8H10O","122.07316494","0.125","1.25","0.0","8.0","4.0"
"C7H8O","108.057514876","0.14285715","1.1428572","0.0","7.0","4.0"
"C4H4","52.031300128","0.0","1.0","0.0","5.0","3.0"
"C4H6","54.046950192","0.0","1.5","0.0","5.0","2.0"
"C5H10","70.07825032","0.0","2.0","0.0","6.25","1.0"
"C6H10O","98.07316494","0.16666667","1.6666666","0.0","6.0","2.0"
"C12H16O","176.120115132","0.083333336","1.3333334","0.0","12.0","5.0"
"C18H22O","254.167065324","0.055555556","1.2222222","0.0","18.0","8.0"
"C9H10","118.07825032","0.0","1.1111112","0.0","11.25","5.0"
"C15H16","196.125200512","0.0","1.0666667","0.0","18.75","8.0"
"C9H8","116.062600256","0.0","0.8888889","0.0","11.25","6.0"
"C8H10","106.07825032","0.0","1.25","0.0","10.0","4.0"
"C14H16","184.125200512","0.0","1.1428572","0.0","17.5","7.0"
"C13H18","174.140850576","0.0","1.3846154","0.0","16.25","5.0"
"C19H24","252.187800768","0.0","1.2631578","0.0","23.75","8.0"
"C14H20","188.15650064","0.0","1.4285715","0.0","17.5","5.0"
"C19H26O","270.19836545199996","0.05263158","1.3684211","0.0","19.0","7.0"
"C19H28O2","288.208930136","0.10526316","1.4736842","0.0","9.5","6.0"
"C6H6O2","110.036779432","0.33333334","1.0","0.0","3.0","4.0"
"C5H8O2","100.052429496","0.4","1.6","0.0","2.5","2.0"
"C5H6O","82.041864812","0.2","1.2","0.0","5.0","3.0"
"C6H8O3","128.04734411599998","0.5","1.3333334","0.0","2.0","3.0"
"C7H6","90.046950192","0.0","0.85714287","0.0","8.75","5.0"
"C9H8","116.062600256","0.0","0.8888889","0.0","11.25","6.0"
"C9H6","114.046950192","0.0","0.6666667","0.0","11.25","7.0"
"C11H10","142.07825032","0.0","0.90909094","0.0","13.75","7.0"
"C10H7","127.054775224","0.0","0.7","0.0","12.5","7.5"
"C10H8","128.062600256","0.0","0.8","0.0","12.5","7.0"
"C8H8","104.062600256","0.0","1.0","0.0","10.0","5.0"
"C8H6","102.046950192","0.0","0.75","0.0","10.0","6.0"
"C10H10","130.07825032","0.0","1.0","0.0","12.5","6.0"
"C5H6O","82.041864812","0.2","1.2","0.0","5.0","3.0"
"C11H12O","160.088815004","0.09090909","1.0909091","0.0","11.0","6.0"
"C16H20O3","260.14124449999997","0.1875","1.25","0.0","5.3333335","7.0"
"C4H7N","69.057849224","0.25","1.75","0.25","6.25","2.0"
"C3H5N","55.042199159999996","0.33333334","1.6666666","0.33333334","5.0","2.0"
"C4H6","54.046950192","0.0","1.5","0.0","5.0","2.0"
"C4H9N","71.073499288","0.25","2.25","0.25","6.25","1.0"
"C5H9NO","99.068413908","0.4","1.8","0.2","6.0","2.0"
"C4H7NO","85.052763844","0.5","1.75","0.25","5.0","2.0"
"C8H15NO","141.1153641","0.25","1.875","0.125","9.0","2.0"
"C8H17NO2","159.125928784","0.375","2.125","0.125","4.5","1.0"
"C14H8ClNO","241.029441556","0.21428572","0.5714286","0.14285715","16.0","11.0"
"C8H4ClN","149.003226808","0.25","0.5","0.25","12.5","7.0"
"C9H5ClN2O","192.00904046","0.44444445","0.5555556","0.33333334","12.0","8.0"
"C6H2ClN","122.987576744","0.33333334","0.33333334","0.33333334","10.0","6.0"
"C8H4ClNO","164.998141428","0.375","0.5","0.25","10.0","7.0"
"C6H3Cl","109.992327776","0.16666667","0.5","0.16666667","8.75","5.0"
"C7H6ClN","139.018876872","0.2857143","0.85714287","0.2857143","11.25","5.0"
"C7H4ClN","137.003226808","0.2857143","0.5714286","0.2857143","11.25","6.0"
"C7H3N","101.026549096","0.14285715","0.42857143","0.14285715","10.0","7.0"
"C7H5N","103.04219916","0.14285715","0.71428573","0.14285715","10.0","6.0"
"C8H5NO","131.03711378","0.25","0.625","0.125","9.0","7.0"
"C6H6","78.046950192","0.0","1.0","0.0","7.5","4.0"
"C6H4","76.031300128","0.0","0.6666667","0.0","7.5","5.0"
"C7H6O","106.041864812","0.14285715","0.85714287","0.0","7.0","5.0"
"C8H6ClNO","167.013791492","0.375","0.75","0.25","10.0","6.0"
"C12H11ClN2O","234.055990652","0.33333334","0.9166667","0.25","15.0","8.0"
"C14H9N2O","221.071487908","0.21428572","0.64285713","0.14285715","16.0","11.5"
"C12H8N","166.065674256","0.083333336","0.6666667","0.083333336","16.25","9.5"
"C11H2NO","164.013638684","0.18181819","0.18181819","0.09090909","12.0","11.5"
"C8H5N2","129.04527316","0.25","0.625","0.25","12.5","7.5"
"C9H5N2O","157.04018778","0.33333334","0.5555556","0.22222222","11.0","8.5"
"C14H11N2O","223.087137972","0.21428572","0.78571427","0.14285715","16.0","10.5"
"C14H11ClN2O","258.055990652","0.2857143","0.78571427","0.21428572","17.0","10.0"
"C13H8ClN","213.034526936","0.15384616","0.61538464","0.15384616","18.75","10.0"
"C14H9ClN2O","256.040340588","0.2857143","0.64285713","0.21428572","17.0","11.0"
"C11HNO","163.005813652","0.18181819","0.09090909","0.09090909","12.0","12.0"
"C8H4N2","128.037448128","0.25","0.5","0.25","12.5","8.0"
"C14H10N2O","222.07931294","0.21428572","0.71428573","0.14285715","16.0","11.0"
"C15H10N2O2","250.07422756","0.26666668","0.6666667","0.13333334","8.5","12.0"
"C22H21N5O5","435.154268772","0.45454547","0.95454544","0.22727273","5.4","15.0"
"C16H16N5O2","310.130399752","0.4375","1.0","0.3125","10.5","11.5"
"C6H4N3O","134.035436748","0.6666667","0.6666667","0.5","9.0","6.5"
"C7H4N3O2","162.030351368","0.71428573","0.5714286","0.42857143","5.0","7.5"
"C9H9N4O2","205.072550528","0.6666667","1.0","0.44444445","6.5","7.5"
"C11H11N4O2","231.088200592","0.54545456","1.0","0.36363637","7.5","8.5"
"C10H11N4O2","219.088200592","0.6","1.1","0.4","7.0","7.5"
"C16H18N5O3","328.140964436","0.5","1.125","0.3125","7.0","10.5"
"C16H15N5O2","309.12257472","0.4375","0.9375","0.3125","10.5","12.0"
"C4H7N","69.057849224","0.25","1.75","0.25","6.25","2.0"
"C5H7NO","97.052763844","0.4","1.4","0.2","6.0","3.0"
"C5H7N","81.057849224","0.2","1.4","0.2","7.5","3.0"
"C7H6O","106.041864812","0.14285715","0.85714287","0.0","7.0","5.0"
"C7H9NO","123.068413908","0.2857143","1.2857143","0.14285715","8.0","4.0"
"C10H10N4O","202.08546094","0.5","1.0","0.4","14.0","8.0"
"C12H12N4O2","244.096025624","0.5","1.0","0.33333334","8.0","9.0"
"C13H15N5O2","273.12257472","0.53846157","1.1538461","0.3846154","9.0","9.0"
"C15H17N5O2","299.138224784","0.46666667","1.1333333","0.33333334","10.0","10.0"
"C15H15N5O","281.12766009999996","0.4","1.0","0.33333334","20.0","11.0"
"C16H17N5O3","327.13313940399996","0.5","1.0625","0.3125","7.0","11.0"
"C17H19N5O2","325.153874848","0.4117647","1.117647","0.29411766","11.0","11.0"
"C10H12N4O2","220.096025624","0.6","1.2","0.4","7.0","7.0"
"C12H14N4O2","246.111675688","0.5","1.1666666","0.33333334","8.0","8.0"
"C9H8N4O2","204.064725496","0.6666667","0.8888889","0.44444445","6.5","8.0"
"C14H16N4O2","272.127325752","0.42857143","1.1428572","0.2857143","9.0","9.0"
"C13H14N4O2","258.111675688","0.46153846","1.0769231","0.30769232","8.5","9.0"
"C15H16N4O3","300.12224037199996","0.46666667","1.0666667","0.26666668","6.3333335","10.0"
"C10H9N3O2","203.069476528","0.5","0.9","0.3","6.5","8.0"
"C11H12N4O2","232.096025624","0.54545456","1.0909091","0.36363637","7.5","8.0"
"C14H17N5O2","287.138224784","0.5","1.2142857","0.35714287","9.5","9.0"
"C11H10N4O2","230.08037556","0.54545456","0.90909094","0.36363637","7.5","9.0"
"C14H19N5O2","289.153874848","0.5","1.3571428","0.35714287","9.5","8.0"
"C17H21N5O3","343.16443953199996","0.47058824","1.2352941","0.29411766","7.3333335","10.0"
"C18H9NO2","271.063328528","0.16666667","0.5","0.055555556","9.5","15.0"
"C18H10N2O","270.07931293999997","0.16666667","0.5555556","0.11111111","20.0","15.0"
"C16H10O2","234.06807956","0.125","0.625","0.0","8.0","12.0"
"C16H11NO","233.084063972","0.125","0.6875","0.0625","17.0","12.0"
"C16H11O2","235.075904592","0.125","0.6875","0.0","8.0","11.5"
"C17H11NO2","261.078978592","0.1764706","0.64705884","0.05882353","9.0","13.0"
"C17H12N2O","260.09496300399996","0.1764706","0.7058824","0.11764706","19.0","13.0"
"C17H10N2O","258.07931293999997","0.1764706","0.5882353","0.11764706","19.0","14.0"
"C12H6N2O","194.048012812","0.25","0.5","0.16666667","14.0","11.0"
"C7H14NO3PS2","255.015271938","1.0","2.0","0.5714286","3.6666667","2.0"
"C5H8NO2PS2","208.97340712599998","1.2","1.6","0.8","4.5","3.0"
"C3H7O2PS2","169.962508094","1.6666666","2.3333333","1.0","3.0","1.0"
"CH3OP","61.992151346","2.0","3.0","1.0","2.0","1.0"
"CH3O2P","77.98706596599999","3.0","3.0","1.0","1.0","1.0"
"C2H5O2P","92.00271602999999","1.5","2.5","0.5","1.5","1.0"
"C2H5O2PS","123.97478702999999","2.0","2.5","1.0","2.0","1.0"
"C2H5O2PS2","155.94685803","2.5","2.5","1.5","2.5","1.0"
"C4H7O3PS2","197.957422714","1.5","1.75","0.75","2.3333333","2.0"
"C6H12NO3PS2","240.999621874","1.1666666","2.0","0.6666667","3.3333333","2.0"
"C4H5NOS","115.00918478","0.75","1.25","0.5","6.0","3.0"
"C3H6O","58.041864812","0.33333334","2.0","0.0","3.0","1.0"
"C3H9NO","75.068413908","0.6666667","3.0","0.33333334","4.0","0.0"
"C5H9NOS","131.040484908","0.6","1.8","0.4","7.0","2.0"
"C6H5O2","109.0289544","0.33333334","0.8333333","0.0","3.0","4.5"
"C8H5","101.03912516","0.0","0.625","0.0","10.0","6.5"
"C9H10NO2","164.07115356","0.33333334","1.1111112","0.11111111","5.0","5.5"
"C6H5","77.03912516","0.0","0.8333333","0.0","7.5","4.5"
"C7H7O2","123.044604464","0.2857143","1.0","0.0","3.5","4.5"
"C10H12NO2","178.086803624","0.3","1.2","0.1","5.5","5.5"
"C8H5NO","131.03711378","0.25","0.625","0.125","9.0","7.0"
"C8H6O","118.041864812","0.125","0.75","0.0","8.0","6.0"
"C9H7NO2","161.047678464","0.33333334","0.7777778","0.11111111","5.0","7.0"
"C9H7NO","145.052763844","0.22222222","0.7777778","0.11111111","10.0","7.0"
"C6H7N","93.057849224","0.16666667","1.1666666","0.16666667","8.75","4.0"
"C5H5N","79.04219916","0.2","1.0","0.2","7.5","4.0"
"C7H7NO","121.052763844","0.2857143","1.0","0.14285715","8.0","5.0"
"C8H8O","120.057514876","0.125","1.0","0.0","8.0","5.0"
"C8H7N","117.057849224","0.125","0.875","0.125","11.25","6.0"
"C7H5N","103.04219916","0.14285715","0.71428573","0.14285715","10.0","6.0"
"C9H9NO2","163.063328528","0.33333334","1.0","0.11111111","5.0","6.0"
"C7H6O","106.041864812","0.14285715","0.85714287","0.0","7.0","5.0"
"C8H7NO2","149.047678464","0.375","0.875","0.125","4.5","6.0"
"C9H6O","130.041864812","0.11111111","0.6666667","0.0","9.0","7.0"
"C6H6","78.046950192","0.0","1.0","0.0","7.5","4.0"
"C7H6O2","122.036779432","0.2857143","0.85714287","0.0","3.5","5.0"
"C8H6","102.046950192","0.0","0.75","0.0","10.0","6.0"
"C7H4","88.031300128","0.0","0.5714286","0.0","8.75","6.0"
"C9H8O2","148.052429496","0.22222222","0.8888889","0.0","4.5","6.0"
"C6H6O","94.041864812","0.16666667","1.0","0.0","6.0","4.0"
"C7H6","90.046950192","0.0","0.85714287","0.0","8.75","5.0"
"C6H4","76.031300128","0.0","0.6666667","0.0","7.5","5.0"
"C8H8O2","136.052429496","0.25","1.0","0.0","4.0","5.0"
"C5H4","64.031300128","0.0","0.8","0.0","6.25","4.0"
"C4H2","50.015650064","0.0","0.5","0.0","5.0","4.0"
"C5H6","66.046950192","0.0","1.2","0.0","6.25","3.0"
"C3H5N","55.042199159999996","0.33333334","1.6666666","0.33333334","5.0","2.0"
"C3H7N","57.057849223999995","0.33333334","2.3333333","0.33333334","5.0","1.0"
"C5H9N","83.073499288","0.2","1.8","0.2","7.5","2.0"
"C9H11NO2","165.078978592","0.33333334","1.2222222","0.11111111","5.0","5.0"
"C8H6O2","134.036779432","0.25","0.75","0.0","4.0","6.0"
"C4H7N","69.057849224","0.25","1.75","0.25","6.25","2.0"
"C4H9N","71.073499288","0.25","2.25","0.25","6.25","1.0"
"C11H15NO2","193.11027872","0.27272728","1.3636364","0.09090909","6.0","5.0"
"C5H9NO","99.068413908","0.4","1.8","0.2","6.0","2.0"
"C6H8O","96.057514876","0.16666667","1.3333334","0.0","6.0","3.0"
"C3H7N","57.057849223999995","0.33333334","2.3333333","0.33333334","5.0","1.0"
"C5H11N","85.08914935199999","0.2","2.2","0.2","7.5","1.0"
"C4H9N","71.073499288","0.25","2.25","0.25","6.25","1.0"
"C5H8","68.062600256","0.0","1.6","0.0","6.25","2.0"
"C4H6","54.046950192","0.0","1.5","0.0","5.0","2.0"
"C5H10","70.07825032","0.0","2.0","0.0","6.25","1.0"
"C6H11NO","113.084063972","0.33333334","1.8333334","0.16666667","7.0","2.0"
"C5H4","64.031300128","0.0","0.8","0.0","6.25","4.0"
"C7H6","90.046950192","0.0","0.85714287","0.0","8.75","5.0"
"C9H10","118.07825032","0.0","1.1111112","0.0","11.25","5.0"
"C12H14O2","190.099379688","0.16666667","1.1666666","0.0","6.0","6.0"
"C4H9N","71.073499288","0.25","2.25","0.25","6.25","1.0"
"C6H13N","99.10479941599999","0.16666667","2.1666667","0.16666667","8.75","1.0"
"C6H15NO","117.1153641","0.33333334","2.5","0.16666667","7.0","0.0"
"C5H7NO2","113.047678464","0.6","1.4","0.2","3.0","3.0"
"C4H5N","67.04219916","0.25","1.25","0.25","6.25","3.0"
"CH3N","29.026549096","1.0","3.0","1.0","2.5","1.0"
"C2H3N","41.026549096","0.5","1.5","0.5","3.75","2.0"
"C3H2","38.015650064","0.0","0.6666667","0.0","3.75","3.0"
"C3H4","40.031300128","0.0","1.3333334","0.0","3.75","2.0"
"C3H7N","57.057849223999995","0.33333334","2.3333333","0.33333334","5.0","1.0"
"C4H7NO","85.052763844","0.5","1.75","0.25","5.0","2.0"
"C10H5N","139.04219916","0.1","0.5","0.1","13.75","9.0"
"C12H7NO","181.052763844","0.16666667","0.5833333","0.083333336","13.0","10.0"
"C11H6","138.046950192","0.0","0.54545456","0.0","13.75","9.0"
"C12H10N2O","198.07931294","0.25","0.8333333","0.16666667","14.0","9.0"
"C11H8N2O","184.063662876","0.27272728","0.72727275","0.18181819","13.0","9.0"
"C12H8NO","182.060588876","0.16666667","0.6666667","0.083333336","13.0","9.5"
"C12H7N","165.057849224","0.083333336","0.5833333","0.083333336","16.25","10.0"
"C8H5N","115.04219916","0.125","0.625","0.125","11.25","7.0"
"C9H6","114.046950192","0.0","0.6666667","0.0","11.25","7.0"
"C10H7NO","157.052763844","0.2","0.7","0.1","11.0","8.0"
"C11H7N","153.057849224","0.09090909","0.6363636","0.09090909","15.0","9.0"
"C12H9NO","183.068413908","0.16666667","0.75","0.083333336","13.0","9.0"
"C8H6","102.046950192","0.0","0.75","0.0","10.0","6.0"
"C9H7NO","145.052763844","0.22222222","0.7777778","0.11111111","10.0","7.0"
"C7H4","88.031300128","0.0","0.5714286","0.0","8.75","6.0"
"C8H6O","118.041864812","0.125","0.75","0.0","8.0","6.0"
"C6H4","76.031300128","0.0","0.6666667","0.0","7.5","5.0"
"C6H6","78.046950192","0.0","1.0","0.0","7.5","4.0"
"C8H8","104.062600256","0.0","1.0","0.0","10.0","5.0"
"C11H11NO","173.084063972","0.18181819","1.0","0.09090909","12.0","7.0"
"C10H6","126.046950192","0.0","0.6","0.0","12.5","8.0"
"C11H7NO","169.052763844","0.18181819","0.6363636","0.09090909","12.0","9.0"
"C9H6NO","144.044938812","0.22222222","0.6666667","0.11111111","10.0","7.5"
"C8H6N","116.050024192","0.125","0.75","0.125","11.25","6.5"
"C10H8NO","158.060588876","0.2","0.8","0.1","11.0","7.5"
"C5H4","64.031300128","0.0","0.8","0.0","6.25","4.0"
"C7H6","90.046950192","0.0","0.85714287","0.0","8.75","5.0"
"C8H7NO","133.052763844","0.25","0.875","0.125","9.0","6.0"
"C2H3N","41.026549096","0.5","1.5","0.5","3.75","2.0"
"C4H5N","67.04219916","0.25","1.25","0.25","6.25","3.0"
"C9H9N","131.073499288","0.11111111","1.0","0.11111111","12.5","6.0"
"C9H7N","129.057849224","0.11111111","0.7777778","0.11111111","12.5","7.0"
"C10H9NO","159.068413908","0.2","0.9","0.1","11.0","7.0"
"C11H7O2","171.044604464","0.18181819","0.6363636","0.0","5.5","8.5"
"C12H7O3","199.039519084","0.25","0.5833333","0.0","4.0","9.5"
"C13H9O5","245.044998388","0.3846154","0.6923077","0.0","2.6","9.5"
"C12H5O2","181.0289544","0.16666667","0.41666666","0.0","6.0","10.5"
"C13H7O4","227.03443370399998","0.30769232","0.53846157","0.0","3.25","10.5"
"C14H9O6","273.039913008","0.42857143","0.64285713","0.0","2.3333333","10.5"
"C14H7O5","255.029348324","0.35714287","0.5","0.0","2.8","11.5"
