"formula","mass","h2c","hy2c","xh2c","h2o","rdbe"
"C13H16FNaO","230.10828763199999","0.23076923","1.2307693","0.15384616","15.0","5.0"
"C14H21FNNaO","261.150486792","0.2857143","1.5","0.21428572","17.0","4.0"
"C16H23FNNaO","287.166136856","0.25","1.4375","0.1875","19.0","5.0"
"C8H12FNaO","166.076987504","0.375","1.5","0.25","10.0","2.0"
"C12H16FNaO","218.10828763199999","0.25","1.3333334","0.16666667","14.0","4.0"
"C13H21FNNaO","249.15048679199998","0.30769232","1.6153846","0.23076923","16.0","3.0"
"C14H23FNNaO2","279.161051476","0.35714287","1.6428572","0.21428572","8.5","3.0"
"C24H40F2NNaO2","435.29248024000003","0.25","1.6666666","0.16666667","14.0","4.0"
"C24H42F2NNaO3","453.303044924","0.29166666","1.75","0.16666667","9.333333","3.0"
"C10H11N3O4P","268.048717462","0.8","1.1","0.4","3.5","7.5"
"C6H10NNa","119.0710936","0.33333334","1.6666666","0.33333334","10.0","2.0"
"C9H13N2NaO4S","268.04937217599996","0.8888889","1.4444444","0.44444445","3.25","4.0"
"C8H13F2N3OPS","268.048501106","1.0","1.625","0.875","15.0","3.5"
"C3H5FN3O","118.041665","1.6666666","1.6666666","1.3333334","7.0","2.5"
"C5H9FN3O2","162.067879748","1.2","1.8","0.8","4.5","2.5"
"H4FN3","65.03892534799999","5.0","5.0","5.0","5.0","0.0"
"C2H6FN3","91.054575412","2.0","3.0","2.0","7.5","1.0"
"C4H8FN3","117.07022547599999","1.0","2.0","1.0","10.0","2.0"
"C5H10FN3O2","163.07570478","1.2","2.0","0.8","4.5","2.0"
"C4H8FN3O2","149.060054716","1.5","2.0","1.0","4.0","2.0"
"C9H18FN3O2","219.138305036","0.6666667","2.0","0.44444445","6.5","2.0"
"CH2F2N3","94.021678504","5.0","2.0","5.0","7.5","1.5"
"C2H2F2N3O","122.016593124","3.0","1.0","2.5","7.0","2.5"
"C5H8F2N3O","164.063543316","1.2","1.6","1.0","10.0","2.5"
"C2H4F2N3","108.03732856799999","2.5","2.0","2.5","8.75","1.5"
"C5H6F2N3O","162.047893252","1.2","1.2","1.0","10.0","3.5"
"C6H11F2N4O","193.090092412","1.1666666","1.8333334","1.0","12.0","2.5"
"C15H12F2N6NaO4","401.078578584","0.8666667","0.8","0.6","6.0","11.5"
"CH2F2N3","94.021678504","5.0","2.0","5.0","7.5","1.5"
"C2H2F2N3O","122.016593124","3.0","1.0","2.5","7.0","2.5"
"C5H8F2N3O","164.063543316","1.2","1.6","1.0","10.0","2.5"
"C2H4F2N3","108.03732856799999","2.5","2.0","2.5","8.75","1.5"
"C5H6F2N3O","162.047893252","1.2","1.2","1.0","10.0","3.5"
"C6H11F2N4O","193.090092412","1.1666666","1.8333334","1.0","12.0","2.5"
"C16H20BrF2N4O","401.07885479999993","0.5","1.25","0.4375","23.0","7.5"
"CH2F2N3","94.021678504","5.0","2.0","5.0","7.5","1.5"
"C2H2F2N3O","122.016593124","3.0","1.0","2.5","7.0","2.5"
"C5H8F2N3O","164.063543316","1.2","1.6","1.0","10.0","2.5"
"C2H4F2N3","108.03732856799999","2.5","2.0","2.5","8.75","1.5"
"C5H6F2N3O","162.047893252","1.2","1.2","1.0","10.0","3.5"
"C6H11F2N4O","193.090092412","1.1666666","1.8333334","1.0","12.0","2.5"
"C19H13F3N4OP","401.077907326","0.47368422","0.68421054","0.42105263","27.0","14.5"
"CH2F2N3","94.021678504","5.0","2.0","5.0","7.5","1.5"
"C2H2F2N3O","122.016593124","3.0","1.0","2.5","7.0","2.5"
"C5H8F2N3O","164.063543316","1.2","1.6","1.0","10.0","2.5"
"C2H4F2N3","108.03732856799999","2.5","2.0","2.5","8.75","1.5"
"C5H6F2N3O","162.047893252","1.2","1.2","1.0","10.0","3.5"
"C6H11F2N4O","193.090092412","1.1666666","1.8333334","1.0","12.0","2.5"
"C16H14F4N4O2P","401.079050198","0.6875","0.875","0.5625","12.5","10.5"
"C15H17FN3O7P","401.078814734","0.8","1.1333333","0.33333334","2.857143","9.0"
"C18H9F4N6O","401.077396788","0.6111111","0.5","0.5555556","28.0","15.5"
"CH2F2N3","94.021678504","5.0","2.0","5.0","7.5","1.5"
"C2H2F2N3O","122.016593124","3.0","1.0","2.5","7.0","2.5"
"C5H8F2N3O","164.063543316","1.2","1.6","1.0","10.0","2.5"
"C2H4F2N3","108.03732856799999","2.5","2.0","2.5","8.75","1.5"
"C5H6F2N3O","162.047893252","1.2","1.2","1.0","10.0","3.5"
"C6H11F2N4O","193.090092412","1.1666666","1.8333334","1.0","12.0","2.5"
"C15H10F5N6O2","401.07853966","0.8666667","0.6666667","0.73333335","13.0","11.5"
"CH2F2N3","94.021678504","5.0","2.0","5.0","7.5","1.5"
"C2H2F2N3O","122.016593124","3.0","1.0","2.5","7.0","2.5"
"C5H8F2N3O","164.063543316","1.2","1.6","1.0","10.0","2.5"
"C2H4F2N3","108.03732856799999","2.5","2.0","2.5","8.75","1.5"
"C5H6F2N3O","162.047893252","1.2","1.2","1.0","10.0","3.5"
"C6H11F2N4O","193.090092412","1.1666666","1.8333334","1.0","12.0","2.5"
"C14H13F2N5O7","401.078304196","1.0","0.9285714","0.5","3.0","10.0"
"C24H14F2NOP","401.078107138","0.20833333","0.5833333","0.16666667","28.0","18.0"
"C20H13FN3NaO4","401.078778396","0.45","0.65","0.25","6.25","15.0"
"C7H9F2NaO3","202.041744868","0.85714287","1.2857143","0.42857143","3.3333333","2.0"
"C8H11F2NaO4","232.05230955199997","0.875","1.375","0.375","2.75","2.0"
"C9H17F2N2NaO5","294.100322364","1.1111112","1.8888888","0.5555556","2.8","1.0"
"C4H10F2N3NaO6","257.04353576","3.0","2.5","1.5","1.6666666","0.0"
"C13H20F2N3NaO7","391.1167007","1.0","1.5384616","0.46153846","2.7142856","4.0"
"C12H11F2N3O6","331.06159151199995","0.9166667","0.9166667","0.41666666","2.8333333","8.0"
"C9H9F2N3O4","261.056112208","1.0","1.0","0.5555556","3.5","6.0"
"CF2N2O2","109.99278368","6.0","0.0","4.0","2.5","2.0"
"C2F2N2O3","137.98769829999998","3.5","0.0","2.0","2.0","3.0"
"C4H2F2N2O3","164.00334836399998","1.75","0.5","1.0","2.6666667","4.0"
"C6H4F2N2O3","190.01899842799997","1.1666666","0.6666667","0.6666667","3.3333333","5.0"
"C6H2F2N2O3","188.00334836399998","1.1666666","0.33333334","0.6666667","3.3333333","6.0"
"C5H5F2N3O2","177.03498284","1.4","1.0","1.0","5.0","4.0"
"C7H7F2N3O3","219.04554752399997","1.1428572","1.0","0.71428573","4.0","5.0"
"C10H9F2N3O6","305.045941448","1.1","0.9","0.5","2.5","7.0"
"C3H4FN3","101.03892534799999","1.3333334","1.3333334","1.3333334","8.75","3.0"
"C9H12FN3O6","277.071013324","1.1111112","1.3333334","0.44444445","2.1666667","5.0"
"C6H2F2N2O2","172.008433744","1.0","0.33333334","0.6666667","5.0","6.0"
"C7H4F2N2O4","218.013913048","1.1428572","0.5714286","0.5714286","2.75","6.0"
"C7H5F2N3O3","217.02989745999997","1.1428572","0.71428573","0.71428573","4.0","6.0"
"C2HF2N3O2","137.003682712","3.5","0.5","2.5","3.5","3.0"
"C4H3F2N3O2","163.019332776","1.75","0.75","1.25","4.5","4.0"
"C6H5F2N3O3","205.02989745999997","1.3333334","0.8333333","0.8333333","3.6666667","5.0"
"C7H4F2N2O2","186.024083808","0.85714287","0.5714286","0.5714286","5.5","6.0"
"C7H7F2N3O2","203.050632904","1.0","1.0","0.71428573","6.0","5.0"
"C8H7F2N3O4","247.040462144","1.125","0.875","0.625","3.25","6.0"
"C9H6F2N3O3","242.037722492","0.8888889","0.6666667","0.5555556","4.6666665","7.5"
"C9H7F2N3O3","243.04554752399997","0.8888889","0.7777778","0.5555556","4.6666665","7.0"
"C7HFN2O","148.007290872","0.5714286","0.14285715","0.42857143","10.0","8.0"
"C9H3FN2O","174.022940936","0.44444445","0.33333334","0.33333334","12.0","9.0"
"C6HFN2O","136.007290872","0.6666667","0.16666667","0.5","9.0","7.0"
"C8H3FN2O","162.022940936","0.5","0.375","0.375","11.0","8.0"
"C9H6FN3O","191.049490032","0.5555556","0.6666667","0.44444445","13.0","8.0"
"C7H6FN3","151.054575412","0.5714286","0.85714287","0.5714286","13.75","6.0"
"C10H8FN3O3","237.054969336","0.7","0.8","0.4","4.6666665","8.0"
"C8H7F2N3O3","231.04554752399997","1.0","0.875","0.625","4.3333335","6.0"
"C10H9F2N3O4","273.056112208","0.9","0.9","0.5","3.75","7.0"
"C12H10FNO3","235.0644714","0.41666666","0.8333333","0.16666667","4.6666665","8.0"
"C11H10FNO3","223.0644714","0.45454547","0.90909094","0.18181819","4.3333335","7.0"
"C8H7NO2","149.047678464","0.375","0.875","0.125","4.5","6.0"
"C6H6FNO4","175.02808589199998","1.0","1.0","0.33333334","2.0","4.0"
"C12H12FNO4","253.07503608399998","0.5","1.0","0.16666667","3.5","7.0"
"C12H13F2N3O6","333.077241576","0.9166667","1.0833334","0.41666666","2.8333333","7.0"
"C8H8F2N3NaO3","255.043141836","1.125","1.0","0.75","4.6666665","5.0"
"C9H10F2N3NaO4","285.05370652","1.1111112","1.1111112","0.6666667","3.75","5.0"
"C6H10FNaO5","204.04099591999997","1.1666666","1.6666666","0.33333334","1.6","1.0"
"C8H12FNaO5","230.05664598399997","0.875","1.5","0.25","2.0","2.0"
"C10H16FNaO6","274.082860732","0.8","1.6","0.2","2.0","2.0"
"C10H9F2NaO5","270.03157410800003","0.8","0.9","0.3","2.6","5.0"
"C12H16F2N3NaO6","359.090485952","1.0","1.3333334","0.5","3.0","5.0"
"C2H2F2N2O2","124.008433744","3.0","1.0","2.0","3.0","2.0"
"C3H4F2N2O3","154.01899842799997","2.3333333","1.3333334","1.3333334","2.3333333","2.0"
"C8H12F2N2O3","222.08159868399997","0.875","1.5","0.5","4.0","3.0"
"C10H13F2N3O5","293.082326956","1.0","1.3","0.5","3.0","5.0"
"C7H9F2N4NaO3","258.054040868","1.4285715","1.2857143","1.0","4.6666665","4.0"
"C9H11F2N4NaO3","284.069690932","1.1111112","1.2222222","0.7777778","5.3333335","5.0"
"C7H3FN2O3","182.012770176","0.85714287","0.42857143","0.42857143","3.3333333","7.0"
"C5HFN2O2","140.002205492","1.0","0.2","0.6","4.0","6.0"
"C7H5FN2O4","200.02333485999998","1.0","0.71428573","0.42857143","2.5","6.0"
"C8H9FN4O5","260.055697608","1.25","1.125","0.625","2.6","6.0"
"C9H7FN4O","206.060389064","0.6666667","0.7777778","0.5555556","14.0","8.0"
"C9H9FN4O2","224.070953748","0.7777778","1.0","0.5555556","7.0","7.0"
"C4H4FN3","113.03892534799999","1.0","1.0","1.0","10.0","4.0"
"C5H7FN4","142.065474444","1.0","1.4","1.0","12.5","4.0"
"C4H6FN3","115.05457541199999","1.0","1.5","1.0","10.0","3.0"
"C7H9FN4O","184.076039128","0.85714287","1.2857143","0.71428573","12.0","5.0"
"C8H9N3O2","179.069476528","0.625","1.125","0.375","5.5","6.0"
"C7H9FN4","168.081124508","0.71428573","1.2857143","0.71428573","15.0","5.0"
"C8H9FN4O2","212.070953748","0.875","1.125","0.625","6.5","6.0"
"C8H9FN4O","196.076039128","0.75","1.125","0.625","13.0","6.0"
"C9H9FN4","192.081124508","0.5555556","1.0","0.5555556","17.5","7.0"
"C10H11FN4O2","238.086603812","0.7","1.1","0.5","7.5","7.0"
"C7H7FN3","152.062400444","0.5714286","1.0","0.5714286","13.75","5.5"
"C8H8FN4O","195.068214096","0.75","1.0","0.625","13.0","6.5"
"C6H7FN3","140.062400444","0.6666667","1.1666666","0.6666667","12.5","4.5"
"C4H5FN3","114.04675037999999","1.0","1.25","1.0","10.0","3.5"
"C7H8FN4O","183.068214096","0.85714287","1.1428572","0.71428573","12.0","5.5"
"C3H4FN4O2","147.031828588","2.3333333","1.3333334","1.6666666","4.0","3.5"
"C9H10FN4O2","225.07877878","0.7777778","1.1111112","0.5555556","7.0","6.5"
"C6H6FN4O","169.052564032","1.0","1.0","0.8333333","11.0","5.5"
"C8H8FN4O2","211.063128716","0.875","1.0","0.625","6.5","6.5"
"C8H10FN4O","197.08386416","0.75","1.25","0.625","13.0","5.5"
"C10H12FN4O2","239.094428844","0.7","1.2","0.5","7.5","6.5"
"C10H13F2N4NaO5","330.075170236","1.2","1.3","0.7","3.4","5.0"
"C9H13F2N4NaO4","302.080255616","1.2222222","1.4444444","0.7777778","4.0","4.0"
"C9H11FO6","234.05396629199998","0.7777778","1.2222222","0.11111111","1.6666666","4.0"
"C7H13FO4","180.07978711599998","0.71428573","1.8571428","0.14285715","2.0","1.0"
"C7H11FO4","178.06413705199998","0.71428573","1.5714285","0.14285715","2.0","2.0"
"C3H5FO","76.032443","0.6666667","1.6666666","0.33333334","4.0","1.0"
"C8H13FO5","208.074701736","0.75","1.625","0.125","1.8","2.0"
"C7H10FNO5","207.05430064","1.0","1.4285715","0.2857143","1.8","3.0"
"C9H14FNO6","251.08051538799998","0.8888889","1.5555556","0.22222222","1.8333334","3.0"
"C4H10FN3O3","167.0706194","1.75","2.5","1.0","2.6666667","1.0"
"C6H12FN3O4","209.08118408399997","1.3333334","2.0","0.6666667","2.5","2.0"
"C9H18FN3O6","283.117963516","1.1111112","2.0","0.44444445","2.1666667","2.0"
"C7H11F2N4NaO2","244.07477631199998","1.2857143","1.5714285","1.0","7.0","3.0"
"C12H19F2N4NaO6","376.117035048","1.0833334","1.5833334","0.5833333","3.1666667","4.0"
"C10H14F2NaO5","275.070699268","0.8","1.4","0.3","2.6","2.5"
"C9H10F2NaO5","259.03939914","0.8888889","1.1111112","0.33333334","2.4","3.5"
"C8H12F2NaO4","233.060134584","0.875","1.5","0.375","2.75","1.5"
"C6H8F2NaO3","189.03391983599997","1.0","1.3333334","0.5","3.0","1.5"
"C8H10F2NaO3","215.04956989999997","0.75","1.25","0.375","3.6666667","2.5"
"C11H14F2NaO7","319.060528508","0.90909094","1.2727273","0.27272728","2.0","3.5"
"C10H8F2NaO5","269.023749076","0.8","0.8","0.3","2.6","5.5"
"C10H10F2NaO6","287.03431376000003","0.9","1.0","0.3","2.1666667","4.5"
"C9H8F2NaO4","241.028834456","0.7777778","0.8888889","0.33333334","3.0","4.5"
"C6H6F2Na","139.033525912","0.5","1.0","0.5","11.25","2.5"
"C12H14F2NaO6","315.06561388800003","0.75","1.1666666","0.25","2.5","4.5"
"C8H8F2NaO3","213.03391983599997","0.75","1.0","0.375","3.6666667","3.5"
"C13H16F2NaO7","345.076178572","0.7692308","1.2307693","0.23076923","2.2857144","4.5"
"C8H3F2NaO","176.004965436","0.5","0.375","0.375","11.0","6.0"
"C11H13F2N2NaO","250.08936375599998","0.54545456","1.1818181","0.45454547","16.0","5.0"
"C7H5F2Na","150.02570088","0.42857143","0.71428573","0.42857143","12.5","4.0"
"C9H9F2NaO2","210.046830248","0.5555556","1.0","0.33333334","6.0","4.0"
"C11H15F2N2NaO2","268.09992844","0.6363636","1.3636364","0.45454547","8.0","4.0"
"C8H9F2N6O3","275.070419588","1.375","1.125","1.0","5.3333335","6.5"
"C4H2F2N5O","174.022741124","2.0","0.5","1.75","11.0","5.5"
"C5H5F2N6O","203.04929022000002","1.8","1.0","1.6","13.0","5.5"
"C3H2F2N5O","162.022741124","2.6666667","0.6666667","2.3333333","10.0","4.5"
"C4H5F2N6O","191.04929022000002","2.25","1.25","2.0","12.0","4.5"
"C6H7F2N6O2","233.05985490400002","1.6666666","1.1666666","1.3333334","7.0","5.5"
"C5H2F2N5O","186.02274112400002","1.6","0.4","1.4","12.0","6.5"
"C6H5F2N6O","215.04929022000002","1.5","0.8333333","1.3333334","14.0","6.5"
"C9H9F2N6O5","319.060248828","1.4444444","1.0","0.8888889","3.4","7.5"
"C7H9F2N4O3","235.064271588","1.2857143","1.2857143","0.85714287","4.3333335","4.5"
"C6H9F2N4O3","223.064271588","1.5","1.5","1.0","4.0","3.5"
"CH5F2N4O4","175.02788607999997","10.0","5.0","6.0","1.75","0.5"
"C7H11F2N4O4","253.07483627199997","1.4285715","1.5714285","0.85714287","3.25","3.5"
"C13H17F2N6O6","391.117763704","1.0769231","1.3076923","0.61538464","3.5","7.5"
"C8H3F2N6O3","269.023469396","1.375","0.375","1.0","5.3333335","9.5"
"C7H3F2N6O2","241.02855477600002","1.4285715","0.42857143","1.1428572","7.5","8.5"
"C8H5F2N6O4","287.03403408","1.5","0.625","1.0","4.0","8.5"
"C7H7F2N6O3","261.054769524","1.5714285","1.0","1.1428572","5.0","6.5"
"C7H6FN6O4","257.043455892","1.5714285","0.85714287","1.0","3.5","7.5"
"C8H7F2N6O5","305.044598764","1.625","0.875","1.0","3.2","7.5"
"C7H5F2N6O3","259.03911946","1.5714285","0.71428573","1.1428572","5.0","7.5"
"C10H11F2N6O5","333.075898892","1.3","1.1","0.8","3.6","7.5"
"C10H9F2N6O5","331.060248828","1.3","0.9","0.8","3.6","8.5"
"C4H4FN3","113.03892534799999","1.0","1.0","1.0","10.0","4.0"
"C5H7FN4","142.065474444","1.0","1.4","1.0","12.5","4.0"
"C4H6FN3","115.05457541199999","1.0","1.5","1.0","10.0","3.0"
"C7H9FN4O","184.076039128","0.85714287","1.2857143","0.71428573","12.0","5.0"
"C8H9FN4O2","212.070953748","0.875","1.125","0.625","6.5","6.0"
"C9H9FN4","192.081124508","0.5555556","1.0","0.5555556","17.5","7.0"
"C10H11FN4O2","238.086603812","0.7","1.1","0.5","7.5","7.0"
"C6H6FN4O","169.052564032","1.0","1.0","0.8333333","11.0","5.5"
"C8H8FN4O2","211.063128716","0.875","1.0","0.625","6.5","6.5"
"C6H8FN4","155.073299476","0.8333333","1.3333334","0.8333333","13.75","4.5"
"C8H10FN4O","197.08386416","0.75","1.25","0.625","13.0","5.5"
"C10H12FN4O2","239.094428844","0.7","1.2","0.5","7.5","6.5"
"C10H5FN3O","202.041665","0.5","0.5","0.4","14.0","9.5"
"C11H7FN3O2","232.052229684","0.54545456","0.6363636","0.36363637","7.5","9.5"
"C7H7FN3","152.062400444","0.5714286","1.0","0.5714286","13.75","5.5"
"C8H8FN4O","195.068214096","0.75","1.0","0.625","13.0","6.5"
"C6H7FN3","140.062400444","0.6666667","1.1666666","0.6666667","12.5","4.5"
"C4H5FN3","114.04675037999999","1.0","1.25","1.0","10.0","3.5"
"C7H8FN4O","183.068214096","0.85714287","1.1428572","0.71428573","12.0","5.5"
"C3H4FN4O2","147.031828588","2.3333333","1.3333334","1.6666666","4.0","3.5"
"C9H10FN4O2","225.07877878","0.7777778","1.1111112","0.5555556","7.0","6.5"
"C5H5FN5O","170.047813","1.4","1.0","1.2","11.0","5.5"
"C12H13FN5O3","294.10024249599996","0.75","1.0833334","0.5","6.0","8.5"
"C8H5F2N6O2","255.04420484000002","1.25","0.625","1.0","8.0","8.5"
"C9H7F2N6O3","285.054769524","1.2222222","0.7777778","0.8888889","5.6666665","8.5"
"CHFN3","74.015450252","4.0","1.0","4.0","6.25","2.5"
"C3H3FN3","100.03110031599999","1.3333334","1.0","1.3333334","8.75","3.5"
"C5H5FN3","126.04675037999999","0.8","1.0","0.8","11.25","4.5"
"C8H9FN3O4","230.057708988","1.0","1.125","0.5","3.0","5.5"
"C9H9FN3O5","258.052623608","1.0","1.0","0.44444445","2.6","6.5"
"C10H13FN3O5","274.083923736","0.9","1.3","0.4","2.8","5.5"
"C10H6F2N3O4","270.032637112","0.9","0.6","0.5","3.75","8.5"
"C9H6F2N3O3","242.037722492","0.8888889","0.6666667","0.5555556","4.6666665","7.5"
"C12H13F2N6O5","359.091548956","1.0833334","1.0833334","0.6666667","4.0","8.5"
"C9H8F2N7O2","284.070753936","1.2222222","0.8888889","1.0","9.0","8.5"
"C10H10F2N7O4","330.07623324","1.3","1.0","0.9","4.75","8.5"
"C9H10F2N7O3","302.08131862","1.3333334","1.1111112","1.0","6.0","7.5"
"C4H10FN6O3","209.07984139999996","2.5","2.5","1.75","3.6666667","2.5"
"C3H8FN6O2","179.069276716","3.0","2.6666667","2.3333333","5.0","2.5"
"C5H11FN7O4","252.085655052","2.4","2.2","1.6","3.25","3.5"
"C5H6F2N7O2","234.05510387200002","2.2","1.2","1.8","7.0","5.5"
"C4H6F2N7O","206.06018925200001","2.5","1.5","2.25","13.0","4.5"
"C2H5F2N6","151.05437560000001","4.0","2.5","4.0","12.5","2.5"
"C2H8F2N7","168.080924696","4.5","4.0","4.5","13.75","1.5"
"C3H8F2N7O","196.075839316","3.3333333","2.6666667","3.0","12.0","2.5"
"C4H8F2N7O2","224.07075393600002","2.75","2.0","2.25","6.5","3.5"
"C6H10F2N7O2","250.08640400000002","1.8333334","1.6666666","1.5","7.5","4.5"
"C7H8F2N7O","244.075839316","1.4285715","1.1428572","1.2857143","16.0","6.5"
"C12H16F2N7O5","376.118098052","1.1666666","1.3333334","0.75","4.2","7.5"
"C6H2F2N2O2","172.008433744","1.0","0.33333334","0.6666667","5.0","6.0"
"C7H4F2N2O4","218.013913048","1.1428572","0.5714286","0.5714286","2.75","6.0"
"C7H5F2N3O3","217.02989745999997","1.1428572","0.71428573","0.71428573","4.0","6.0"
"C5H2F2N2O3","176.00334836399998","1.4","0.4","0.8","3.0","5.0"
"C6H5F2N3O3","205.02989745999997","1.3333334","0.8333333","0.8333333","3.6666667","5.0"
"C8H7F2N3O4","247.040462144","1.125","0.875","0.625","3.25","6.0"
"C9H7F2N3O3","243.04554752399997","0.8888889","0.7777778","0.5555556","4.6666665","7.0"
"C6H5F2N3O2","189.03498284","1.1666666","0.8333333","0.8333333","5.5","5.0"
"C8H7F2N3O3","231.04554752399997","1.0","0.875","0.625","4.3333335","6.0"
"C10H9F2N3O4","273.056112208","0.9","0.9","0.5","3.75","7.0"
"C12H11F2N3O5","315.066676892","0.8333333","0.9166667","0.41666666","3.4","8.0"
"C5H5F2N3O2","177.03498284","1.4","1.0","1.0","5.0","4.0"
"C2HF2N3O2","137.003682712","3.5","0.5","2.5","3.5","3.0"
"C4H3F2N3O2","163.019332776","1.75","0.75","1.25","4.5","4.0"
"C7H9F2N3O4","237.056112208","1.2857143","1.2857143","0.71428573","3.0","4.0"
"C2H2F2N2O2","124.008433744","3.0","1.0","2.0","3.0","2.0"
"C3H4F2N2O3","154.01899842799997","2.3333333","1.3333334","1.3333334","2.3333333","2.0"
"C8H12F2N2O3","222.08159868399997","0.875","1.5","0.5","4.0","3.0"
"CF2N2O2","109.99278368","6.0","0.0","4.0","2.5","2.0"
"C2F2N2O3","137.98769829999998","3.5","0.0","2.0","2.0","3.0"
"C4H2F2N2O3","164.00334836399998","1.75","0.5","1.0","2.6666667","4.0"
"C4H2F2N2O2","148.008433744","1.5","0.5","1.0","4.0","4.0"
"C6H4F2N2O3","190.01899842799997","1.1666666","0.6666667","0.6666667","3.3333333","5.0"
"C6H2F2N2O3","188.00334836399998","1.1666666","0.33333334","0.6666667","3.3333333","6.0"
"C7H7F2N3O3","219.04554752399997","1.1428572","1.0","0.71428573","4.0","5.0"
"C4H4F2N2O4","182.013913048","2.0","1.0","1.0","2.0","3.0"
"C4H4F2N2O2","150.024083808","1.5","1.0","1.0","4.0","3.0"
"C3H2F2N2O2","136.008433744","2.0","0.6666667","1.3333334","3.5","3.0"
"C6H8F2N2O4","210.045213176","1.3333334","1.3333334","0.6666667","2.5","3.0"
"C7H13FO4","180.07978711599998","0.71428573","1.8571428","0.14285715","2.0","1.0"
"C7H11FO4","178.06413705199998","0.71428573","1.5714285","0.14285715","2.0","2.0"
"C3H5FO","76.032443","0.6666667","1.6666666","0.33333334","4.0","1.0"
"C8H13FO5","208.074701736","0.75","1.625","0.125","1.8","2.0"
"C10H13F2N3O5","293.082326956","1.0","1.3","0.5","3.0","5.0"
"C3H4FN3","101.03892534799999","1.3333334","1.3333334","1.3333334","8.75","3.0"
"C9H12FN3O6","277.071013324","1.1111112","1.3333334","0.44444445","2.1666667","5.0"
"C8H5F2N3O2","213.03498284","0.875","0.625","0.625","6.5","7.0"
"C13H13F2N3O6","345.077241576","0.84615386","1.0","0.3846154","3.0","8.0"
"F2N5O2","140.00200568","11.25","0.0","8.75","3.5","2.5"
"C2H4F2N5O4","200.023135048","5.5","2.0","3.5","2.25","2.5"
"C3H8F2N7O5","260.055497796","4.6666665","2.6666667","3.0","2.4","2.5"
"C14H7FO3","242.037922304","0.2857143","0.5","0.071428575","5.0","11.0"
"C14H8FN3O3","285.054969336","0.5","0.5714286","0.2857143","6.0","12.0"
"C15H10FN3O5","331.06044864","0.6","0.6666667","0.26666668","3.8","12.0"
"C13H10FN3O3","275.0706194","0.53846157","0.7692308","0.30769232","5.6666665","10.0"
"C10H5FN3O","202.041665","0.5","0.5","0.4","14.0","9.5"
"C11H7FN3O2","232.052229684","0.54545456","0.6363636","0.36363637","7.5","9.5"
"C7HFN2O","148.007290872","0.5714286","0.14285715","0.42857143","10.0","8.0"
"C9H3FN2O","174.022940936","0.44444445","0.33333334","0.33333334","12.0","9.0"
"C10H6FN3O","203.049490032","0.5","0.6","0.4","14.0","9.0"
"C8H3FN2O","162.022940936","0.5","0.375","0.375","11.0","8.0"
"C9H6FN3O","191.049490032","0.5555556","0.6666667","0.44444445","13.0","8.0"
"C11H8FN3O2","233.060054716","0.54545456","0.72727275","0.36363637","7.5","9.0"
