"formula","mass","h2c","hy2c","xh2c","h2o","rdbe"
"CH7FN5","108.068548444","6.0","7.0","6.0","8.75","0.5"
"CH5FN5","106.05289838","6.0","5.0","6.0","8.75","1.5"
"C2H7FN5O2","152.058377684","4.0","3.5","3.0","4.0","1.5"
"C4H9FN5O2","178.074027748","2.0","2.25","1.5","5.0","2.5"
"C2H8FN5O2","153.066202716","4.0","4.0","3.0","4.0","1.0"
"C2H6FN5O2","151.050552652","4.0","3.0","3.0","4.0","2.0"
"C3H7FN4O2","150.055303684","2.3333333","2.3333333","1.6666666","4.0","2.0"
"C3H5FN4O2","148.03965362","2.3333333","1.6666666","1.6666666","4.0","3.0"
"C4H10FN5O2","179.08185278000002","2.0","2.5","1.5","5.0","2.0"
"CH6FN5O2","139.050552652","8.0","6.0","6.0","3.5","1.0"
"C2H5FN2O","92.038591","2.0","2.5","1.5","5.0","1.0"
"C3H8FN3O2","137.060054716","2.0","2.6666667","1.3333334","3.5","1.0"
"C3H8FN5O2","165.066202716","2.6666667","2.6666667","2.0","4.5","2.0"
"C4H7FN4O2","162.055303684","1.75","1.75","1.25","4.5","3.0"
"C5H12FN5O2","193.09750284400002","1.6","2.4","1.2","5.5","2.0"
"C8H18F2N6O3","284.14084487599996","1.375","2.25","1.0","5.3333335","2.0"
"CH7FN5","108.068548444","6.0","7.0","6.0","8.75","0.5"
"CH5FN5","106.05289838","6.0","5.0","6.0","8.75","1.5"
"C2H7FN5O2","152.058377684","4.0","3.5","3.0","4.0","1.5"
"C4H9FN5O2","178.074027748","2.0","2.25","1.5","5.0","2.5"
"C2H8FN5O2","153.066202716","4.0","4.0","3.0","4.0","1.0"
"C2H6FN5O2","151.050552652","4.0","3.0","3.0","4.0","2.0"
"C3H7FN4O2","150.055303684","2.3333333","2.3333333","1.6666666","4.0","2.0"
"C3H5FN4O2","148.03965362","2.3333333","1.6666666","1.6666666","4.0","3.0"
"C4H10FN5O2","179.08185278000002","2.0","2.5","1.5","5.0","2.0"
"C2H5FN2O","92.038591","2.0","2.5","1.5","5.0","1.0"
"C3H8FN3O2","137.060054716","2.0","2.6666667","1.3333334","3.5","1.0"
"CH6FN5O2","139.050552652","8.0","6.0","6.0","3.5","1.0"
"C3H8FN5O2","165.066202716","2.6666667","2.6666667","2.0","4.5","2.0"
"C4H7FN4O2","162.055303684","1.75","1.75","1.25","4.5","3.0"
"C5H12FN5O2","193.09750284400002","1.6","2.4","1.2","5.5","2.0"
"C9H20F2N6O5","330.14632417999997","1.4444444","2.2222223","0.8888889","3.4","2.0"
"C11H21FN2O7","312.13327923199995","0.90909094","1.9090909","0.27272728","2.0","2.0"
"C5H7FN3Na","151.05216972399998","1.0","1.4","1.0","12.5","3.0"
"C14H18FN4Na","284.141319076","0.42857143","1.2857143","0.42857143","25.0","7.0"
"C15H20FN4NaO2","330.14679838","0.53333336","1.3333334","0.4","10.5","7.0"
"C17H21NaO4","312.133753432","0.29411766","1.2352941","0.05882353","4.5","7.0"
"CH5FN5","106.05289838","6.0","5.0","6.0","8.75","1.5"
"CH7FN5","108.068548444","6.0","7.0","6.0","8.75","0.5"
"C2H7FN5O2","152.058377684","4.0","3.5","3.0","4.0","1.5"
"C4H9FN5O2","178.074027748","2.0","2.25","1.5","5.0","2.5"
"C2H8FN5O2","153.066202716","4.0","4.0","3.0","4.0","1.0"
"C3H7FN4O2","150.055303684","2.3333333","2.3333333","1.6666666","4.0","2.0"
"C3H5FN4O2","148.03965362","2.3333333","1.6666666","1.6666666","4.0","3.0"
"C4H10FN5O2","179.08185278000002","2.0","2.5","1.5","5.0","2.0"
"CH6FN5O2","139.050552652","8.0","6.0","6.0","3.5","1.0"
"C2H5FN2O","92.038591","2.0","2.5","1.5","5.0","1.0"
"C3H8FN3O2","137.060054716","2.0","2.6666667","1.3333334","3.5","1.0"
"C3H8FN5O2","165.066202716","2.6666667","2.6666667","2.0","4.5","2.0"
"C4H7FN4O2","162.055303684","1.75","1.75","1.25","4.5","3.0"
"C5H12FN5O2","193.09750284400002","1.6","2.4","1.2","5.5","2.0"
"C13H15FN10","330.1465187","0.84615386","1.1538461","0.84615386","30.0","11.0"
"C11H17FN6O2","284.139702004","0.8181818","1.5454545","0.6363636","9.0","6.0"
"CH7FN5","108.068548444","6.0","7.0","6.0","8.75","0.5"
"CH5FN5","106.05289838","6.0","5.0","6.0","8.75","1.5"
"C2H7FN5O2","152.058377684","4.0","3.5","3.0","4.0","1.5"
"C4H9FN5O2","178.074027748","2.0","2.25","1.5","5.0","2.5"
"C2H8FN5O2","153.066202716","4.0","4.0","3.0","4.0","1.0"
"C2H6FN5O2","151.050552652","4.0","3.0","3.0","4.0","2.0"
"C3H7FN4O2","150.055303684","2.3333333","2.3333333","1.6666666","4.0","2.0"
"C3H5FN4O2","148.03965362","2.3333333","1.6666666","1.6666666","4.0","3.0"
"C4H10FN5O2","179.08185278000002","2.0","2.5","1.5","5.0","2.0"
"CH6FN5O2","139.050552652","8.0","6.0","6.0","3.5","1.0"
"C2H5FN2O","92.038591","2.0","2.5","1.5","5.0","1.0"
"C3H8FN3O2","137.060054716","2.0","2.6666667","1.3333334","3.5","1.0"
"C3H8FN5O2","165.066202716","2.6666667","2.6666667","2.0","4.5","2.0"
"C4H7FN4O2","162.055303684","1.75","1.75","1.25","4.5","3.0"
"C5H12FN5O2","193.09750284400002","1.6","2.4","1.2","5.5","2.0"
"C12H17FN6O3","312.134616624","0.8333333","1.4166666","0.5833333","6.3333335","7.0"
"CH7FN5","108.068548444","6.0","7.0","6.0","8.75","0.5"
"CH5FN5","106.05289838","6.0","5.0","6.0","8.75","1.5"
"C2H7FN5O2","152.058377684","4.0","3.5","3.0","4.0","1.5"
"C4H9FN5O2","178.074027748","2.0","2.25","1.5","5.0","2.5"
"C14H22FNaO5","312.134896304","0.5","1.5714285","0.14285715","3.2","3.0"
"C13H22FNaO4","284.139981684","0.46153846","1.6923077","0.15384616","3.75","2.0"
"C7H8FNa","134.050772756","0.2857143","1.1428572","0.2857143","11.25","3.0"
"C14H24FNaO6","330.14546098799997","0.5714286","1.7142857","0.14285715","2.6666667","2.0"
"CH5FN5","106.05289838","6.0","5.0","6.0","8.75","1.5"
"CH7FN5","108.068548444","6.0","7.0","6.0","8.75","0.5"
"C2H7FN5O2","152.058377684","4.0","3.5","3.0","4.0","1.5"
"C4H9FN5O2","178.074027748","2.0","2.25","1.5","5.0","2.5"
"C2H8FN5O2","153.066202716","4.0","4.0","3.0","4.0","1.0"
"C2H6FN5O2","151.050552652","4.0","3.0","3.0","4.0","2.0"
"C3H7FN4O2","150.055303684","2.3333333","2.3333333","1.6666666","4.0","2.0"
"C3H5FN4O2","148.03965362","2.3333333","1.6666666","1.6666666","4.0","3.0"
"C4H10FN5O2","179.08185278000002","2.0","2.5","1.5","5.0","2.0"
"C2H5FN2O","92.038591","2.0","2.5","1.5","5.0","1.0"
"C3H8FN3O2","137.060054716","2.0","2.6666667","1.3333334","3.5","1.0"
"CH6FN5O2","139.050552652","8.0","6.0","6.0","3.5","1.0"
"C3H8FN5O2","165.066202716","2.6666667","2.6666667","2.0","4.5","2.0"
"C4H7FN4O2","162.055303684","1.75","1.75","1.25","4.5","3.0"
"C5H12FN5O2","193.09750284400002","1.6","2.4","1.2","5.5","2.0"
"C11H18F2N5NaO2","313.13262553600003","0.90909094","1.6363636","0.72727275","9.5","4.0"
"C7H18OP2","180.083288456","0.42857143","2.5714285","0.2857143","9.0","0.0"
"C13H28FOP3","312.133703626","0.3846154","2.1538463","0.30769232","17.0","1.0"
"C12H28FP3","284.13878900599997","0.33333334","2.3333333","0.33333334","20.0","0.0"
"C13H30FO2P3","330.14426831","0.46153846","2.3076923","0.30769232","8.5","0.0"
"CH5FN5","106.05289838","6.0","5.0","6.0","8.75","1.5"
"CH7FN5","108.068548444","6.0","7.0","6.0","8.75","0.5"
"C2H7FN5O2","152.058377684","4.0","3.5","3.0","4.0","1.5"
"C4H9FN5O2","178.074027748","2.0","2.25","1.5","5.0","2.5"
"C2H8FN5O2","153.066202716","4.0","4.0","3.0","4.0","1.0"
"C2H6FN5O2","151.050552652","4.0","3.0","3.0","4.0","2.0"
"C3H7FN4O2","150.055303684","2.3333333","2.3333333","1.6666666","4.0","2.0"
"C3H5FN4O2","148.03965362","2.3333333","1.6666666","1.6666666","4.0","3.0"
"C4H10FN5O2","179.08185278000002","2.0","2.5","1.5","5.0","2.0"
"CH6FN5O2","139.050552652","8.0","6.0","6.0","3.5","1.0"
"C2H5FN2O","92.038591","2.0","2.5","1.5","5.0","1.0"
"C3H8FN3O2","137.060054716","2.0","2.6666667","1.3333334","3.5","1.0"
"C3H8FN5O2","165.066202716","2.6666667","2.6666667","2.0","4.5","2.0"
"C4H7FN4O2","162.055303684","1.75","1.75","1.25","4.5","3.0"
"C5H12FN5O2","193.09750284400002","1.6","2.4","1.2","5.5","2.0"
"C9H13F3N3O4","284.085815556","1.1111112","1.4444444","0.6666667","3.75","3.5"
"C8H11F3N3O4","270.070165492","1.25","1.375","0.75","3.5","3.5"
"C5H7F3N3O3","214.04395074399997","1.8","1.4","1.2","3.6666667","2.5"
"C6H10F3O3","187.05820383999998","1.0","1.6666666","0.5","3.0","0.5"
"C8H12F3O3","213.07385390399998","0.75","1.5","0.375","3.6666667","1.5"
"C4H6F2N3O2","166.042807872","1.75","1.5","1.25","4.5","2.5"
"C6H8F2N3O3","208.053372556","1.3333334","1.3333334","0.8333333","3.6666667","3.5"
"C6H7F3N3O","194.054121504","1.1666666","1.1666666","1.0","12.0","3.5"
"C4H9F3N3O2","188.064686188","2.0","2.25","1.5","5.0","0.5"
"C5H5F3N3O","180.03847144","1.4","1.0","1.2","11.0","3.5"
"C8H13F3N3O3","256.09090093599997","1.125","1.625","0.75","4.6666665","2.5"
"C6H7F2O3","165.036325524","0.8333333","1.1666666","0.33333334","2.6666667","2.5"
"C7H9F2O4","195.04689020799998","0.85714287","1.2857143","0.2857143","2.25","2.5"
"C10H15F2O4","237.09384039999998","0.6","1.5","0.2","3.0","2.5"
"C10H15F3N3O4","298.10146562","1.0","1.5","0.6","4.0","3.5"
"C9H12F3N3O4","283.077990524","1.1111112","1.3333334","0.6666667","3.75","4.0"
"C7H8F3N3O","207.061946536","1.0","1.1428572","0.85714287","13.0","4.0"
"C8H10F3N3O4","269.06234046","1.25","1.25","0.75","3.5","4.0"
"C9H14F3N3O4","285.09364058799997","1.1111112","1.5555556","0.6666667","3.75","3.0"
"C8H11F2N3O4","251.071762272","1.125","1.375","0.625","3.25","4.0"
"C6H8F3N3O4","243.04669039599997","1.6666666","1.3333334","1.0","3.0","3.0"
"C6H8F3NO","167.055798536","0.8333333","1.3333334","0.6666667","10.0","2.0"
"C7H12F3N3O2","227.088161284","1.1428572","1.7142857","0.85714287","6.5","2.0"
"C8H12F3N3O4","271.077990524","1.25","1.5","0.75","3.5","3.0"
"C8H10F3N2O2","223.06943722","0.875","1.25","0.625","6.5","3.5"
"C10H12F3N2O2","249.085087284","0.7","1.2","0.5","7.5","4.5"
"C8H9F3N2O","206.066697568","0.75","1.125","0.625","13.0","4.0"
"C9H9F3N2O2","234.061612188","0.7777778","1.0","0.5555556","7.0","5.0"
"C4H7F3N2O2","172.045962124","1.75","1.75","1.25","4.5","1.0"
"C10H13F3N2O2","250.092912316","0.7","1.3","0.5","7.5","4.0"
"C11H18F3N3O4","313.12494071599997","0.90909094","1.6363636","0.54545456","4.25","3.0"
"C7H8F4N2O4","260.042019616","1.4285715","1.1428572","0.85714287","3.25","3.0"
"C7H9F4NO2","215.056941408","1.0","1.2857143","0.71428573","6.0","2.0"
"C8H12F4N2O4","276.073319744","1.25","1.5","0.75","3.5","2.0"
"C5H8F4N2O3","220.04710499599997","1.8","1.6","1.2","3.6666667","1.0"
"C7H10F4N2O4","262.05766968","1.4285715","1.4285715","0.85714287","3.25","2.0"
"C6H8F4N2O4","248.042019616","1.6666666","1.3333334","1.0","3.0","2.0"
"C9H15F4N3O4","305.09986884","1.2222222","1.6666666","0.7777778","4.0","2.0"
"C8H6F4","178.040563072","0.5","0.75","0.5","15.0","4.0"
"C8H8F4O","196.051127756","0.625","1.0","0.5","12.0","3.0"
"C11H19F4N3O4","333.131168968","1.0","1.7272727","0.6363636","4.5","2.0"
"C8H15F3N3O2","242.11163638","1.0","1.875","0.75","7.0","1.5"
"C7H14F3N3O2","229.103811348","1.1428572","2.0","0.85714287","6.5","1.0"
"C9H18F3N3O2","257.135111476","0.8888889","2.0","0.6666667","7.5","1.0"
"C7H14F3N3O3","245.098725968","1.2857143","2.0","0.85714287","4.3333335","1.0"
"C10H20F3N3O3","287.14567616","0.9","2.0","0.6","5.3333335","1.0"
"C5H7F4N2O3","219.039279964","1.8","1.4","1.2","3.6666667","1.5"
"C5H6F4NO3","204.028380932","1.6","1.2","1.0","3.3333333","1.5"
"C4H9F4N2O2","193.060015408","2.0","2.25","1.5","5.0","-0.5"
"C3H5F4N2O","161.03380066","2.3333333","1.6666666","2.0","9.0","0.5"
"C6H11F4N2O3","235.070580092","1.5","1.8333334","1.0","4.0","0.5"
"C6H12F4N2O3","236.07840512399997","1.5","2.0","1.0","4.0","0.0"
"C8H16F4N2O3","264.10970525199997","1.125","2.0","0.75","4.6666665","0.0"
"C10H21F4N3O3","307.15190441199996","1.0","2.1","0.7","5.6666665","0.0"
"C6H13F2NO5","217.07617895599998","1.3333334","2.1666667","0.5","1.8","0.0"
"C7H16F2N2O5","246.10272805199997","1.2857143","2.2857144","0.5714286","2.2","0.0"
"C7H9N2O5","201.051146388","1.0","1.2857143","0.2857143","1.8","4.5"
"C7H12N3O5","218.077695484","1.1428572","1.7142857","0.42857143","2.0","3.5"
"C9H14N3O5","244.093345548","0.8888889","1.5555556","0.33333334","2.4","4.5"
"C7H11FN2O5","222.065199672","1.1428572","1.5714285","0.42857143","2.0","3.0"
"C4H8FNO4","153.04373595599998","1.5","2.0","0.5","1.5","1.0"
"C4H6FNO4","151.02808589199998","1.5","1.5","0.5","1.5","2.0"
"C5H8FNO5","181.038650576","1.4","1.6","0.4","1.4","2.0"
"C7H13FN2O5","224.080849736","1.1428572","1.8571428","0.42857143","2.0","2.0"
"C7H9F3NNa","187.05847822799998","0.71428573","1.2857143","0.71428573","15.0","2.0"
"C9H11F3NNa","213.07412829199998","0.5555556","1.2222222","0.5555556","17.5","3.0"
"C10H12F3N4NaO","284.08608994400004","0.9","1.2","0.8","18.0","5.0"
"C6H6F3N4Na","214.04422513199998","1.3333334","1.0","1.3333334","17.5","4.0"
"C7H7F2N4Na","208.05364694399998","1.0","1.0","1.0","17.5","5.0"
"C9H10F3N4NaO","270.07043988","1.0","1.1111112","0.8888889","17.0","5.0"
"C7H6F2NNa","165.03659991199999","0.5714286","0.85714287","0.5714286","13.75","4.0"
"C8H8F2NNaO","195.047164596","0.625","1.0","0.5","12.0","4.0"
"C11H14F2NNaO","237.09411478799998","0.45454547","1.2727273","0.36363637","15.0","4.0"
"C11H14F3N4NaO","298.101740008","0.8181818","1.2727273","0.72727275","19.0","5.0"
"C10H11F3N4NaO","283.078264912","0.9","1.1","0.8","18.0","5.5"
"C9H9F3N4NaO","269.062614848","1.0","1.0","0.8888889","17.0","5.5"
"C6H9F3N2Na","189.06155222799998","1.0","1.5","1.0","15.0","1.5"
"C7H9F3Na","173.055404228","0.5714286","1.2857143","0.5714286","13.75","1.5"
"C8H13F3N2NaO","233.08776697599998","0.875","1.625","0.75","14.0","1.5"
"C10H13F3N4NaO","285.093914976","0.9","1.3","0.8","18.0","4.5"
"C8H8F2N4Na","221.06147197599998","0.875","1.0","0.875","18.75","5.5"
"C9H10F2N4NaO","251.07203665999998","0.8888889","1.1111112","0.7777778","16.0","5.5"
"C6H7F3N3O","194.054121504","1.1666666","1.1666666","1.0","12.0","3.5"
"C7H7F3N4NaO","243.04696478399998","1.2857143","1.0","1.1428572","15.0","4.5"
"C9H11F3N4NaO","271.078264912","1.0","1.2222222","0.8888889","17.0","4.5"
"C8H13F3N4Na","245.09900035599998","1.0","1.625","1.0","20.0","2.5"
"C11H14F2N3O","242.110493508","0.54545456","1.2727273","0.45454547","16.0","5.5"
"C12H17F3N4NaO","313.125215104","0.75","1.4166666","0.6666667","20.0","4.5"
"C8H7F4N3NaO","260.042294004","1.125","0.875","1.0","16.0","4.5"
"C9H11F4N3NaO","276.073594132","1.0","1.2222222","0.8888889","17.0","3.5"
"C6H7F4N3Na","220.04737938399998","1.3333334","1.1666666","1.3333334","17.5","2.5"
"C8H9F4N3NaO","262.057944068","1.125","1.125","1.0","16.0","3.5"
"C7H7F4N3NaO","248.04229400399998","1.2857143","1.0","1.1428572","15.0","3.5"
"C10H14F4N4NaO","305.100143228","1.0","1.4","0.9","19.0","3.5"
"C12H18F4N4NaO","333.131443356","0.8333333","1.5","0.75","21.0","3.5"
"C7H11F4N3Na","236.07867951199998","1.1428572","1.5714285","1.1428572","18.75","1.5"
"C9H15F4N3Na","264.10997964","0.8888889","1.6666666","0.8888889","21.25","1.5"
"C6H9F4N3Na","222.06302944799998","1.3333334","1.5","1.3333334","17.5","1.5"
"C6H11F4N3Na","224.07867951199998","1.3333334","1.8333334","1.3333334","17.5","0.5"
"C11H20F4N4Na","307.1521788","0.8181818","1.8181819","0.8181818","25.0","1.5"
"C11H11F3N4","256.09358101199996","0.6363636","1.0","0.6363636","22.5","7.0"
"C8H6F3N2O2","219.038137092","0.875","0.75","0.625","6.5","5.5"
"C8H5F3NO2","204.02723806","0.75","0.625","0.5","6.0","5.5"
"C7H8F3N2O","193.058872536","0.85714287","1.1428572","0.71428573","12.0","3.5"
"C6H4F3N2","161.032657788","0.8333333","0.6666667","0.8333333","13.75","4.5"
"C9H10F3N2O2","235.06943722","0.7777778","1.1111112","0.5555556","7.0","4.5"
"C8H10F3N2O2","223.06943722","0.875","1.25","0.625","6.5","3.5"
"C10H12F3N2O2","249.085087284","0.7","1.2","0.5","7.5","4.5"
"C8H9F3N2O","206.066697568","0.75","1.125","0.625","13.0","4.0"
"C9H9F3N2O2","234.061612188","0.7777778","1.0","0.5555556","7.0","5.0"
"C4H7F3N2O2","172.045962124","1.75","1.75","1.25","4.5","1.0"
"C10H13F3N2O2","250.092912316","0.7","1.3","0.5","7.5","4.0"
"C8H6F3N3","201.051381852","0.75","0.75","0.75","17.5","6.0"
"C8H9F3N4","218.077930948","0.875","1.125","0.875","18.75","5.0"
"C10H11F3N4","244.093581012","0.7","1.1","0.7","21.25","6.0"
"C7H8F3N3O","207.061946536","1.0","1.1428572","0.85714287","13.0","4.0"
"C11H13F3N4O2","290.09906031599996","0.8181818","1.1818181","0.6363636","9.0","6.0"
"C10H14F2NaO2","227.085955408","0.5","1.4","0.3","6.5","2.5"
"C10H16F2NaO2","229.101605472","0.5","1.6","0.3","6.5","1.5"
"C12H20F2NaO2","257.1329056","0.41666666","1.6666666","0.25","7.5","1.5"
"C7H12F2N2NaO2","217.076453344","1.0","1.7142857","0.71428573","6.0","1.5"
"C3H7F2N3NaO2","178.040402184","2.6666667","2.3333333","2.0","4.5","0.5"
"C8H15F2N3NaO2","246.10300243999998","1.0","1.875","0.75","7.0","1.5"
"C5H7FN2NaO","153.044010344","1.0","1.4","0.8","9.0","2.5"
"C5H5FN2NaO","151.02836028","1.0","1.0","0.8","9.0","3.5"
"C6H7FN2NaO2","181.038924964","1.0","1.1666666","0.6666667","5.0","3.5"
"C6H8N5NaO","189.062654156","1.1666666","1.3333334","1.0","12.0","5.0"
"C8H12N5NaO3","249.08378352399998","1.125","1.5","0.75","4.6666665","5.0"
"C8H15N6NaO5","298.10016186","1.5","1.875","0.875","3.0","4.0"
"C7H14N6NaO5","285.092336828","1.7142857","2.0","1.0","2.8","3.5"
"C5H7N6O3","199.057963084","1.8","1.4","1.2","3.6666667","5.5"
"C6H7N6O5","243.047792324","1.8333334","1.1666666","1.0","2.4","6.5"
"C4H7N6O3","187.057963084","2.25","1.75","1.5","3.3333333","4.5"
"C6H9N6O3","213.073613148","1.5","1.5","1.0","4.0","5.5"
"C8H9N6O5","269.063442388","1.375","1.125","0.75","2.8","7.5"
"C8H10N6O5","270.07126741999997","1.375","1.25","0.75","2.8","7.0"
"C8H12N6O4","256.092002864","1.25","1.5","0.75","3.5","6.0"
"C8H5N5O3","219.03923901999997","1.0","0.625","0.625","4.3333335","9.0"
"C6H3N5O","161.033759716","1.0","0.5","0.8333333","11.0","8.0"
"C8H4N4O3","204.02833998799997","0.875","0.5","0.5","4.0","9.0"
"C7H7N5O2","193.059974464","1.0","1.0","0.71428573","6.0","7.0"
"C9H9N5O3","235.07053914799997","0.8888889","1.0","0.5555556","4.6666665","8.0"
"C8H9N5O3","223.07053914799997","1.0","1.125","0.625","4.3333335","7.0"
"C9H12N6O5","284.08691748399997","1.2222222","1.3333334","0.6666667","3.0","7.0"
"C5H12N6NaO3","227.08685752399995","2.0","2.4","1.4","4.0","2.5"
"C6H12N6NaO5","271.076686764","2.0","2.0","1.1666666","2.6","3.5"
"C6H9N3NaO3","194.05416042799996","1.1666666","1.5","0.6666667","3.3333333","3.5"
"C5H7N3NaO3","180.03851036399996","1.4","1.4","0.8","3.0","3.5"
"C9H14N4NaO4","265.091274208","1.0","1.5555556","0.5555556","3.5","4.5"
"C4H9N2NaO4","172.04600104799997","1.75","2.25","0.75","1.75","1.0"
"C4H10N2NaO4","173.05382608","1.75","2.5","0.75","1.75","0.5"
"C4H11N3NaO4","188.064725112","2.0","2.75","1.0","2.0","0.5"
"C5H14N4NaO5","233.08618882799996","2.0","2.8","1.0","2.0","0.5"
"C2H9N5NaO3","174.06030842799998","4.5","4.5","3.0","2.6666667","0.5"
"C3H9N5NaO3","186.06030842799998","3.0","3.0","2.0","3.0","1.5"
"C4H11N5NaO4","216.070873112","2.5","2.75","1.5","2.5","1.5"
"C5H9N3NaO5","214.04398966799997","1.8","1.8","0.8","1.8","2.5"
"C5H14N6NaO5","261.092336828","2.4","2.8","1.4","2.4","1.5"
"C7H9N2O5","201.051146388","1.0","1.2857143","0.2857143","1.8","4.5"
"C7H12N3O5","218.077695484","1.1428572","1.7142857","0.42857143","2.0","3.5"
"C9H14N3O5","244.093345548","0.8888889","1.5555556","0.33333334","2.4","4.5"
"C9H18N6NaO5","313.123636956","1.3333334","2.0","0.7777778","3.2","3.5"
"C5H8FN5NaO5","260.040715856","2.4","1.6","1.4","2.4","3.5"
"C4H10FN5NaO4","234.06145130000002","2.75","2.5","1.75","2.75","1.5"
"C6H12FN5NaO5","276.072015984","2.0","2.0","1.1666666","2.6","2.5"
"C5H10FN5NaO5","262.05636592","2.4","2.0","1.4","2.4","2.5"
"C5H11FN5O4","224.079507052","2.0","2.2","1.2","2.75","2.5"
"C5H7FN5O4","220.048206924","2.0","1.4","1.2","2.75","4.5"
"C5H9FN5O4","222.063856988","2.0","1.8","1.2","2.75","3.5"
"C6H9FN5O2","202.074027748","1.3333334","1.5","1.0","6.0","4.5"
"C7H13FN5O4","250.095157116","1.4285715","1.8571428","0.85714287","3.25","3.5"
"C4H8FN5NaO5","248.040715856","3.0","2.0","1.75","2.2","2.5"
"C7H15FN6NaO5","305.09856508","1.8571428","2.142857","1.1428572","3.0","2.5"
"C6H11FN6Na","209.092691852","1.3333334","1.8333334","1.3333334","17.5","3.5"
"C6H6FN3NaO","178.03925931199998","1.0","1.0","0.8333333","11.0","4.5"
"C5H5FN2NaO","151.02836028","1.0","1.0","0.8","9.0","3.5"
"C5H7FN2NaO","153.044010344","1.0","1.4","0.8","9.0","2.5"
"C6H8FN3NaO2","196.049823996","1.1666666","1.3333334","0.8333333","5.5","3.5"
"C9H19FN6NaO5","333.129865208","1.4444444","2.1111112","0.8888889","3.4","2.5"
"C6H15N6NaO3","242.11033261999998","1.6666666","2.5","1.1666666","4.3333335","2.0"
"C5H14N6NaO3","229.10250758799995","2.0","2.8","1.4","4.0","1.5"
"C7H18N6NaO3","257.133807716","1.4285715","2.5714285","1.0","4.6666665","1.5"
"C8H20N6NaO4","287.1443724","1.375","2.5","0.875","3.75","1.5"
"C3H10FN5NaO3","206.06653667999998","3.3333333","3.3333333","2.3333333","3.3333333","0.5"
"C4H12FN5NaO4","236.07710136400001","2.75","3.0","1.75","2.75","0.5"
"C6H16FN5NaO4","264.10840149200004","1.8333334","2.6666667","1.1666666","3.25","0.5"
"C8H21FN6NaO4","307.15060065200004","1.5","2.625","1.0","4.0","0.5"
"C2H10N6NaO5","221.0610367","6.0","5.0","3.5","1.8","0.5"
"C3H12N6NaO6","251.071601384","4.3333335","4.0","2.3333333","1.6666666","0.5"
"CH5N6O4","165.03722764","10.0","5.0","6.0","1.75","2.5"
"C2H7N6O5","195.047792324","5.5","3.5","3.0","1.6","2.5"
"C4H13N6O6","241.089657136","3.0","3.25","1.5","1.6666666","1.5"
"C2H9FN6NaO3","207.06178564799998","5.5","4.5","4.0","3.3333333","0.5"
"C4H13FN6NaO6","283.07782963600005","3.5","3.25","2.0","2.0","0.5"
"C4H7N6O3","187.057963084","2.25","1.75","1.5","3.3333333","4.5"
"C6H9N6O3","213.073613148","1.5","1.5","1.0","4.0","5.5"
"C7H10N9O4","284.0855748","1.8571428","1.4285715","1.2857143","4.0","7.5"
"C3H4N9O3","214.043709988","4.0","1.3333334","3.0","4.0","6.5"
"C4H4N9O","194.053880748","2.5","1.0","2.25","13.0","7.5"
"C6H8N9O4","270.069924736","2.1666667","1.3333334","1.5","3.75","7.5"
"C8H12N9O4","298.101224864","1.625","1.5","1.125","4.25","7.5"
"C7H9N9O4","283.077749768","1.8571428","1.2857143","1.2857143","4.0","8.0"
"H5N9O4","195.04644964","16.25","6.25","11.25","2.25","3.0"
"C2H7N9O4","221.062099704","6.5","3.5","4.5","2.75","4.0"
"H3N7O2","133.034822336","11.25","3.75","8.75","3.5","3.0"
"CH5N7O4","179.04030164","11.0","5.0","7.0","2.0","3.0"
"C3H11N9O4","237.093399832","4.3333335","3.6666667","3.0","3.0","3.0"
"CH5N7O2","147.0504724","9.0","5.0","7.0","4.0","3.0"
"C3H7N7O3","189.06103708399996","3.3333333","2.3333333","2.3333333","3.3333333","4.0"
"C4H7N5O3","173.054889084","2.0","1.75","1.25","3.0","4.0"
"C5H11N7O4","233.087251832","2.2","2.2","1.4","3.0","4.0"
"C7H11N9O4","285.093399832","1.8571428","1.5714285","1.2857143","4.0","7.0"
"C4H5N7O","167.05555778","2.0","1.25","1.75","11.0","6.0"
"C5H9N9O2","227.08792052799998","2.2","1.8","1.8","7.0","6.0"
"C5H5N9O","207.06170577999998","2.0","1.0","1.8","14.0","8.0"
"C6H9N9O4","271.077749768","2.1666667","1.5","1.5","3.75","7.0"
"C6H6N8O","206.06645681199998","1.5","1.0","1.3333334","14.0","8.0"
"C7H6N8O2","234.061371432","1.4285715","0.85714287","1.1428572","7.5","9.0"
"C6H8N8O2","224.077021496","1.6666666","1.3333334","1.3333334","7.0","7.0"
"C2H4N8O2","172.045721368","5.0","2.0","4.0","5.0","5.0"
"C8H10N8O2","250.09267155999999","1.25","1.25","1.0","8.0","8.0"
"C9H15N9O4","313.12469996","1.4444444","1.6666666","1.0","4.5","7.0"
"C5H5FN8O4","260.04177886","2.6","1.0","1.8","3.5","7.0"
"C5H6FN7O2","215.05670065200002","2.0","1.2","1.6","6.5","6.0"
"C6H9FN8O4","276.073078988","2.1666667","1.5","1.5","3.75","6.0"
"C3H5FN8O3","220.04686424","4.0","1.6666666","3.0","4.0","5.0"
"C5H7FN8O4","262.057428924","2.6","1.4","1.8","3.5","6.0"
"C4H5FN8O4","248.04177886000002","3.25","1.25","2.25","3.25","6.0"
"C7H12FN9O4","305.099628084","2.0","1.7142857","1.4285715","4.25","6.0"
