loss,mass,count,frequency
C8HCl,131.976677712,1,2.7693159789531985E-4
OS,47.96698562,2,5.538631957906397E-4
C3O2,67.98982924,1,2.7693159789531985E-4
C5H9ClO2,136.029107208,1,2.7693159789531985E-4
C3H6O4,106.026608672,1,2.7693159789531985E-4
C8H4F3NO2,203.019413028,1,2.7693159789531985E-4
C6H4O,92.026214748,1,2.7693159789531985E-4
HO,17.002739652,11,0.0030462475768485184
C5H3Cl,97.992327776,1,2.7693159789531985E-4
CCl2O,97.93261998,1,2.7693159789531985E-4
C3H6ClNO,107.013791492,1,2.7693159789531985E-4
H8Cl4N3,189.947232976,1,2.7693159789531985E-4
C6H5NO2S,155.0040994,1,2.7693159789531985E-4
C8H2BrClN2,239.908987844,1,2.7693159789531985E-4
C4H6,54.046950192,9,0.0024923843810578787
N2S,59.978218999999996,1,2.7693159789531985E-4
C7H3ClO2,153.982157016,3,8.307947936859596E-4
C14H11Cl,214.054928032,2,5.538631957906397E-4
C8H16,112.12520051199999,1,2.7693159789531985E-4
C8H3ClN2,161.998475776,1,2.7693159789531985E-4
C3H6O,58.041864812,2,5.538631957906397E-4
CH10O2,54.06807956,1,2.7693159789531985E-4
CHF,32.006228252,1,2.7693159789531985E-4
C12H8Cl2N2O2,281.996282856,1,2.7693159789531985E-4
C2H7NO2S,109.019749464,1,2.7693159789531985E-4
C2H13N2,65.107873416,1,2.7693159789531985E-4
C6H8ClN3,157.040674936,1,2.7693159789531985E-4
C11H12O,160.088815004,1,2.7693159789531985E-4
C7H3BrClNO,230.908653496,1,2.7693159789531985E-4
C6O,87.99491462,1,2.7693159789531985E-4
C6H10N4,138.09054632,1,2.7693159789531985E-4
C3H4O4,104.010958608,13,0.003600110772639158
C5HCl,95.976677712,4,0.0011077263915812794
O2S,63.96190024,15,0.004153973968429798
C10H7NO,157.052763844,1,2.7693159789531985E-4
C8H9NO,135.068413908,3,8.307947936859596E-4
C2Cl3F2N,180.90643848,1,2.7693159789531985E-4
C11H2N2,162.021798064,1,2.7693159789531985E-4
C8O,111.99491462,1,2.7693159789531985E-4
C4H9NO,87.068413908,1,2.7693159789531985E-4
C3H4,40.031300128,3,8.307947936859596E-4
C5HClOS,143.943663332,1,2.7693159789531985E-4
C10H11NO,161.084063972,1,2.7693159789531985E-4
C4H8,56.062600255999996,20,0.005518193075112891
H2O,18.010564684,15,0.009072299147127181
CO2,43.98982924,18,0.011986690802057935
C5H12O,88.088815004,1,2.7693159789531985E-4
